user_id,cat_l3_code,购买次数,平均复购周期天,距今天数,复购紧迫度
0671,220201,1,,106,
0671,300804,1,,87,
0671,301804,2,19.0,87,4.579
0672,150501,1,,106,
0672,152101,1,,106,
0672,201111,1,,106,
0672,201306,1,,106,
0672,201405,1,,106,
0672,220111,1,,106,
0672,220201,1,,106,
0672,220508,1,,106,
0672,220801,1,,106,
0672,230101,1,,106,
0672,301301,1,,106,
0672,301802,1,,106,
0673,100101,1,,106,
0673,100104,1,,92,
0673,120101,1,,92,
0673,120104,1,,22,
0673,120105,1,,22,
0673,120106,1,,106,
0673,120501,1,,106,
0673,130801,1,,106,
0673,152101,1,,22,
0673,200807,1,,106,
0673,201102,1,,41,
0673,201104,1,,106,
0673,210502,1,,22,
0673,230399,1,,41,
0674,151801,1,,106,
0674,151813,1,,106,
0675,100101,1,,78,
0675,100104,1,,97,
0675,110107,1,,78,
0675,120101,2,13.0,61,4.692
0675,120102,7,6.167,61,9.892
0675,120104,1,,97,
0675,120106,3,5.0,74,14.8
0675,120201,3,18.5,61,3.297
0675,120204,1,,84,
0675,151099,1,,20,
0675,152101,5,21.5,20,0.93
0675,200603,1,,78,
0675,220199,1,,74,
0675,220205,1,,74,
0675,220208,4,21.333,20,0.937
0675,220301,1,,84,
0675,220405,1,,20,
0675,220499,2,53.0,20,0.377
0675,220599,1,,74,
0675,220799,2,1.0,73,73.0
0675,220905,1,,74,
0675,221202,3,43.0,20,0.465
0675,230901,1,,73,
0675,300204,1,,79,
0675,301608,1,,106,
0675,340701,1,,98,
0675,340802,1,,98,
0676,120101,1,,106,
0676,120102,2,39.0,4,0.103
0676,120104,2,102.0,4,0.039
0676,120105,2,90.0,4,0.044
0676,120501,1,,94,
0676,130101,1,,4,
0676,150504,1,,4,
0676,150506,1,,106,
0676,150801,1,,4,
0676,151799,1,,4,
0676,152101,1,,94,
0676,200201,1,,43,
0676,200601,1,,106,
0676,201101,1,,61,
0676,201107,1,,61,
0676,201111,1,,106,
0676,201304,1,,43,
0676,201401,2,18.0,43,2.389
0676,201405,1,,94,
0676,220106,1,,94,
0676,220208,1,,43,
0676,230101,1,,94,
0676,230304,1,,94,
0676,301603,1,,94,
0677,100101,1,,10,
0677,100102,1,,10,
0677,120101,2,84.0,10,0.119
0677,120102,1,,10,
0677,120104,3,48.0,10,0.208
0677,120204,1,,10,
0677,120303,1,,94,
0677,120307,1,,106,
0677,151801,2,32.0,74,2.312
0677,151904,1,,74,
0677,200501,1,,51,
0677,200607,1,,106,
0677,200704,1,,106,
0677,200902,2,43.0,63,1.465
0677,201004,1,,106,
0677,201101,1,,63,
0677,202501,1,,74,
0677,210301,1,,63,
0677,210503,1,,74,
0677,220101,1,,97,
0677,220113,1,,63,
0677,220306,1,,74,
0677,220513,1,,97,
0677,220601,1,,97,
0677,220906,1,,97,
0677,221202,1,,74,
0677,300604,1,,84,
0677,301603,1,,94,
0677,301801,1,,82,
0677,340201,1,,82,
0677,340301,1,,63,
0677,340802,2,34.0,63,1.853
0678,120104,1,,106,
0678,120301,1,,106,
0678,120303,1,,26,
0678,140301,1,,106,
0678,151801,1,,106,
0678,220499,1,,26,
0679,120201,1,,106,
0679,151704,1,,26,
0679,210603,1,,26,
0679,301603,1,,26,
0679,301608,1,,26,
0679,311104,1,,106,
0680,150199,2,20.0,86,4.3
0680,150504,2,20.0,86,4.3
0680,150505,1,,106,
0680,200506,1,,86,
0680,201401,1,,86,
0680,201403,1,,86,
0680,201404,1,,86,
0680,220799,1,,86,
0680,300802,1,,86,
0680,301406,1,,86,
0681,120104,3,14.0,78,5.571
0681,120303,1,,101,
0681,200905,1,,105,
0681,210202,1,,106,
0681,210301,1,,106,
0681,220208,1,,105,
0681,220302,1,,105,
0682,100101,4,17.333,29,1.673
0682,100104,2,1.0,43,43.0
0682,120101,3,17.5,46,2.629
0682,120102,5,15.0,46,3.067
0682,120104,5,17.5,29,1.657
0682,120105,1,,49,
0682,120106,2,30.0,51,1.7
0682,120301,2,7.0,99,14.143
0682,120302,1,,44,
0682,120306,2,15.0,29,1.933
0682,120307,1,,49,
0682,120309,1,,99,
0682,120313,2,3.0,43,14.333
0682,120501,1,,29,
0682,130801,1,,81,
0682,150302,1,,51,
0682,151813,1,,106,
0682,200505,1,,51,
0682,200607,1,,65,
0682,201103,2,14.0,46,3.286
0682,201201,1,,60,
0682,201302,3,16.0,49,3.062
0682,220599,1,,49,
0682,301303,1,,48,
0682,340799,1,,104,
0682,340802,1,,104,
0683,120101,1,,106,
0683,120102,2,39.0,67,1.718
0683,120104,2,39.0,28,0.718
0683,120106,2,39.0,67,1.718
0683,120107,1,,67,
0683,120201,1,,28,
0683,120301,1,,106,
0683,221202,2,18.0,13,0.722
0683,230901,1,,28,
0683,231102,1,,28,
0683,301801,1,,106,
0683,342604,1,,31,
0684,120102,2,2.0,104,52.0
0684,120303,1,,12,
0684,120305,1,,106,
0684,120309,1,,104,
0684,151802,1,,72,
0684,151813,1,,32,
0684,151904,1,,71,
0684,200608,1,,12,
0684,200706,1,,12,
0684,200709,1,,104,
0684,200801,1,,90,
0684,200805,2,18.0,72,4.0
0684,200809,1,,26,
0684,200902,1,,77,
0684,201111,1,,104,
0684,201299,1,,77,
0684,201302,1,,72,
0684,201402,3,23.0,26,1.13
0684,201404,2,20.0,12,0.6
0684,220299,1,,72,
0684,220799,1,,72,
0684,220999,1,,72,
0684,230201,1,,71,
0684,230302,1,,71,
0684,230304,1,,72,
0684,230703,1,,72,
0684,231404,1,,72,
0684,300206,1,,77,
0684,300604,1,,90,
0684,301101,1,,90,
0684,301301,2,13.0,77,5.923
0684,311604,1,,72,
0685,301608,1,,106,
0685,301802,1,,106,
0686,120309,1,,106,
0686,150502,1,,106,
0686,200201,1,,106,
0686,220403,1,,106,
0686,221003,1,,106,
0686,230703,1,,106,
0687,120301,1,,104,
0687,120310,1,,82,
0687,151801,1,,82,
0687,151902,1,,98,
0687,152101,1,,82,
0687,200710,1,,82,
0687,202501,1,,92,
0687,202502,1,,92,
0687,210505,1,,82,
0687,220112,1,,82,
0687,220199,1,,98,
0687,220201,1,,106,
0687,220302,1,,92,
0687,220405,2,19.0,79,4.158
0687,220512,1,,104,
0687,220599,1,,104,
0687,220602,1,,106,
0687,220603,1,,98,
0687,220607,3,13.5,79,5.852
0687,220702,1,,82,
0687,220708,1,,104,
0687,220799,1,,98,
0687,220802,1,,82,
0687,301608,1,,82,
0688,151805,1,,106,
0688,151813,1,,106,
0689,120101,1,,27,
0689,120102,1,,98,
0689,120104,3,6.0,29,4.833
0689,120107,1,,33,
0689,130101,1,,97,
0689,150102,1,,106,
0689,150501,1,,58,
0689,151099,3,52.5,1,0.019
0689,151299,1,,11,
0689,200101,1,,27,
0689,200201,2,96.0,8,0.083
0689,200501,1,,98,
0689,200601,1,,29,
0689,210109,1,,57,
0689,210501,1,,11,
0689,220208,1,,102,
0689,230204,1,,41,
0689,300403,1,,1,
0689,300501,1,,16,
0689,300701,1,,1,
0689,300704,1,,0,
0689,301301,1,,1,
0689,301603,2,37.0,4,0.108
0690,230704,1,,106,
0690,341506,1,,106,
0690,341599,1,,106,
0691,150199,1,,106,
0691,152101,1,,106,
0691,200607,1,,106,
0691,201404,1,,106,
0691,220208,1,,106,
0691,220302,1,,106,
0691,220699,1,,106,
0692,120101,1,,106,
0692,120307,1,,106,
0692,200604,1,,106,
0693,120313,1,,45,
0693,151801,1,,106,
0693,201306,1,,77,
0693,220301,1,,106,
0693,220513,1,,106,
0693,231099,1,,77,
0693,231103,1,,77,
0694,150501,1,,3,
0694,220102,1,,106,
0694,220205,1,,106,
0694,220208,1,,106,
0694,220301,1,,106,
0695,300602,1,,106,
0696,110107,1,,106,
0696,120101,1,,96,
0696,120102,1,,96,
0696,120104,1,,96,
0696,120105,1,,106,
0696,120106,2,10.0,96,9.6
0696,120201,1,,106,
0696,120204,1,,96,
0697,120105,1,,95,
0697,120106,1,,95,
0697,151399,1,,95,
0697,151899,1,,17,
0697,152101,1,,95,
0697,200999,1,,95,
0697,201107,1,,40,
0697,230102,1,,56,
0697,230304,1,,56,
0697,230901,1,,17,
0697,231301,1,,56,
0697,301603,1,,106,
0697,301608,1,,106,
0697,311012,1,,40,
0698,100103,1,,8,
0698,110201,1,,8,
0698,110203,1,,78,
0698,120101,1,,92,
0698,120102,1,,87,
0698,120105,1,,43,
0698,120302,1,,57,
0698,120306,1,,43,
0698,120307,2,21.0,22,1.048
0698,120309,1,,31,
0698,120313,3,17.5,22,1.257
0698,130801,3,7.5,22,2.933
0698,150504,1,,22,
0698,151810,1,,78,
0698,151811,1,,78,
0698,151902,1,,106,
0698,152101,3,14.0,78,5.571
0698,200201,1,,57,
0698,200301,1,,57,
0698,200603,1,,92,
0698,200604,1,,106,
0698,200902,1,,8,
0698,201002,1,,92,
0698,201105,1,,92,
0698,201107,1,,57,
0698,201301,1,,57,
0698,201401,1,,57,
0698,210501,1,,79,
0698,210502,1,,79,
0698,210503,1,,79,
0698,210505,1,,79,
0698,220111,2,51.0,55,1.078
0698,220204,1,,55,
0698,220205,1,,55,
0698,220208,2,35.0,8,0.229
0698,220299,1,,37,
0698,220302,3,11.5,55,4.783
0698,220305,1,,55,
0698,220399,1,,55,
0698,230304,1,,57,
0698,230705,1,,55,
0698,300601,1,,57,
0698,300604,1,,57,
0698,300701,1,,87,
0698,301004,1,,57,
0698,301603,2,15.0,22,1.467
0698,301801,1,,57,
0698,301802,1,,57,
0698,301804,1,,57,
0698,311499,1,,106,
0699,230502,1,,106,
0700,151804,1,,106,
0700,200907,1,,106,
0700,220401,1,,106,
0701,230901,1,,37,
0701,301608,1,,106,
0702,100101,1,,106,
0702,120102,1,,106,
0702,151704,1,,96,
0702,152101,1,,96,
0702,200105,1,,96,
0702,200299,1,,96,
0702,301802,1,,106,
0703,152101,1,,106,
0704,120307,1,,10,
0704,150502,1,,11,
0704,150506,1,,106,
0704,151806,1,,106,
0704,151813,1,,10,
0704,220701,1,,10,
0704,301801,1,,35,
0704,301804,1,,35,
0705,100104,1,,106,
0706,100101,1,,16,
0706,120101,1,,105,
0706,120102,3,35.5,15,0.423
0706,120104,3,45.0,15,0.333
0706,120105,1,,16,
0706,120201,2,7.0,15,2.143
0706,120205,1,,16,
0706,120307,2,7.0,15,2.143
0706,120313,1,,15,
0706,152101,1,,22,
0706,200501,1,,106,
0706,200805,1,,86,
0706,200903,1,,15,
0706,201003,1,,88,
0706,201101,1,,105,
0706,201401,1,,86,
0706,220306,1,,22,
0706,231201,1,,106,
0706,301301,1,,88,
0706,301608,1,,105,
0707,331906,1,,106,
0708,120102,1,,105,
0708,130101,1,,105,
0708,200105,1,,105,
0708,200299,1,,105,
0708,201499,1,,105,
0708,220102,1,,105,
0708,220106,1,,105,
0708,220701,1,,105,
0709,100101,1,,105,
0709,100404,1,,105,
0709,120101,1,,105,
0709,120104,1,,105,
0709,120106,1,,105,
0709,152101,1,,105,
0709,220303,1,,105,
0709,220502,1,,105,
0709,230304,1,,105,
0710,220801,1,,105,
0710,220802,1,,105,
0710,220905,1,,105,
0710,230299,1,,105,
0710,230302,1,,105,
0710,230701,1,,105,
0710,230704,1,,105,
0710,231099,1,,105,
0710,231401,1,,105,
0711,100104,1,,99,
0711,100402,1,,99,
0711,120104,1,,105,
0711,120309,1,,105,
0711,150302,1,,105,
0711,150502,1,,105,
0711,151902,1,,105,
0711,220208,1,,105,
0711,220513,1,,105,
0711,220599,1,,105,
0711,220603,1,,105,
0711,221101,1,,105,
0711,301301,1,,105,
0712,120102,1,,2,
0712,120104,1,,2,
0712,120302,1,,2,
0712,150502,1,,105,
0712,150504,1,,105,
0712,151810,1,,105,
0712,220202,1,,2,
0712,220701,1,,105,
0712,221101,1,,105,
0712,301301,1,,105,
0712,301601,1,,105,
0713,120102,2,10.0,95,9.5
0713,120104,2,10.0,95,9.5
0713,120106,2,10.0,95,9.5
0713,120307,1,,105,
0713,120309,1,,95,
0713,150504,1,,95,
0713,200601,1,,15,
0713,220499,1,,15,
0713,220513,1,,95,
0713,230501,1,,95,
0714,120101,1,,87,
0714,120106,1,,87,
0714,130801,1,,87,
0714,311604,1,,105,
0715,220102,1,,105,
0715,220503,1,,105,
0715,220606,1,,105,
0715,220707,1,,105,
0716,100101,1,,73,
0716,120102,2,4.0,73,18.25
0716,120104,2,48.0,25,0.521
0716,120105,1,,25,
0716,120106,2,48.0,25,0.521
0716,120107,1,,73,
0716,120201,1,,25,
0716,120301,1,,87,
0716,120302,2,1.0,86,86.0
0716,151813,1,,73,
0716,151904,1,,73,
0716,152101,1,,87,
0716,200603,1,,73,
0716,220102,2,18.0,87,4.833
0716,220111,2,18.0,87,4.833
0716,220199,1,,105,
0716,220201,1,,87,
0716,220203,1,,105,
0716,220204,1,,86,
0716,220208,1,,78,
0716,220299,2,8.0,78,9.75
0716,220301,2,19.0,86,4.526
0716,220302,1,,86,
0716,220305,1,,105,
0716,220399,2,19.0,86,4.526
0716,220502,1,,72,
0716,220513,1,,72,
0716,220514,1,,72,
0716,220599,1,,78,
0716,220701,1,,78,
0716,220702,1,,78,
0716,220799,1,,78,
0716,300601,1,,25,
0716,301301,1,,25,
0716,301608,1,,25,
0716,322701,1,,86,
0717,151801,1,,105,
0717,220899,1,,105,
0718,100101,1,,105,
0718,120101,1,,15,
0718,120102,1,,15,
0718,120104,1,,15,
0718,120109,1,,45,
0718,120201,1,,105,
0718,120204,1,,105,
0718,130801,1,,105,
0718,151801,1,,43,
0718,200805,2,61.0,43,0.705
0718,200806,1,,104,
0718,201104,1,,15,
0718,201111,1,,104,
0718,201306,1,,104,
0718,220302,1,,102,
0718,220307,1,,103,
0718,220399,1,,102,
0718,230102,1,,102,
0718,230201,1,,65,
0718,230604,2,15.0,87,5.8
0718,301701,1,,43,
0719,130101,1,,6,
0719,201004,1,,28,
0719,220106,1,,105,
0719,300499,1,,6,
0719,301603,1,,105,
0719,301607,1,,104,
0719,301608,1,,104,
0720,150504,1,,105,
0720,200501,1,,105,
0720,200711,1,,105,
0721,120101,3,39.5,26,0.658
0721,120102,1,,26,
0721,120103,2,3.0,102,34.0
0721,120104,2,3.0,102,34.0
0721,120105,1,,26,
0721,120106,2,79.0,26,0.329
0721,120307,1,,26,
0721,130603,1,,105,
0721,200607,1,,105,
0721,220202,1,,105,
0721,220301,1,,105,
0721,220499,1,,26,
0721,301603,1,,102,
0721,301608,1,,22,
0722,100101,1,,80,
0722,100102,1,,59,
0722,120101,3,23.0,59,2.565
0722,120102,3,9.0,80,8.889
0722,120104,3,23.0,59,2.565
0722,120106,1,,98,
0722,120201,2,7.0,98,14.0
0722,120309,1,,82,
0722,130801,2,25.0,80,3.2
0722,130803,1,,98,
0722,200608,1,,80,
0722,201111,1,,105,
0722,201302,1,,105,
0722,201306,1,,105,
0722,201404,1,,59,
0722,220202,1,,105,
0722,220502,1,,98,
0722,300204,1,,98,
0722,301801,1,,59,
0722,311601,1,,105,
0723,152101,2,4.0,101,25.25
0723,200902,1,,103,
0723,201101,1,,103,
0723,201103,1,,103,
0723,201401,1,,101,
0723,220403,1,,91,
0723,220405,1,,91,
0723,220511,1,,91,
0723,220605,1,,91,
0723,220801,1,,91,
0724,120104,1,,105,
0724,120303,1,,105,
0724,201304,1,,105,
0724,210110,1,,105,
0724,220101,1,,105,
0724,220599,1,,105,
0725,120101,1,,105,
0725,120109,1,,105,
0725,301603,1,,105,
0725,301801,1,,105,
0726,100104,1,,74,
0726,120101,4,4.0,72,18.0
0726,120102,3,1.0,72,72.0
0726,120103,1,,74,
0726,120104,2,4.0,72,18.0
0726,120109,1,,84,
0726,120201,1,,76,
0726,120204,2,11.0,73,6.636
0726,120301,1,,84,
0726,120302,1,,73,
0726,130101,1,,76,
0726,130803,1,,74,
0726,150501,1,,84,
0726,150502,1,,84,
0726,150505,1,,84,
0726,151799,1,,73,
0726,151902,1,,84,
0726,151904,1,,72,
0726,152103,1,,73,
0726,200803,1,,73,
0726,220202,3,14.5,76,5.241
0726,220208,2,21.0,84,4.0
0726,220405,1,,84,
0726,333002,1,,84,
0726,340899,1,,84,
0727,100402,1,,9,
0727,120101,1,,105,
0727,120104,2,92.0,9,0.098
0727,120201,1,,105,
0727,120204,1,,9,
0727,120501,1,,101,
0727,151701,1,,101,
0727,220205,1,,105,
0727,220701,1,,105,
0728,120102,1,,27,
0728,220102,1,,27,
0728,220202,1,,27,
0728,220301,1,,27,
0728,220302,1,,27,
0728,220399,1,,27,
0728,300801,1,,105,
0728,310801,1,,105,
0729,100101,7,17.0,3,0.176
0729,100104,1,,1,
0729,100202,1,,25,
0729,100402,1,,74,
0729,110301,2,64.0,8,0.125
0729,120101,6,7.4,55,7.432
0729,120102,4,11.333,71,6.265
0729,120104,7,16.833,1,0.059
0729,120105,2,5.0,3,0.6
0729,120201,1,,71,
0729,120309,1,,92,
0729,120313,1,,10,
0729,130101,2,18.0,55,3.056
0729,130201,4,26.333,10,0.38
0729,130801,1,,25,
0729,150105,1,,91,
0729,151301,1,,92,
0729,151701,4,11.0,59,5.364
0729,151807,1,,73,
0729,152101,2,64.0,25,0.391
0729,200601,1,,72,
0729,200805,1,,105,
0729,201103,1,,105,
0729,201401,1,,91,
0729,202501,1,,73,
0729,221202,1,,73,
0729,332803,1,,72,
0730,100101,1,,43,
0730,120101,3,14.0,24,1.714
0730,120104,1,,8,
0730,120105,1,,43,
0730,120106,2,6.0,98,16.333
0730,120109,1,,43,
0730,120205,1,,8,
0730,120302,3,38.0,28,0.737
0730,120303,1,,49,
0730,120306,1,,44,
0730,120307,2,76.0,28,0.368
0730,120313,2,1.0,48,48.0
0730,150103,1,,104,
0730,150104,1,,17,
0730,150304,1,,98,
0730,150504,1,,98,
0730,150801,1,,17,
0730,151002,1,,43,
0730,151701,1,,9,
0730,151802,2,8.0,20,2.5
0730,151806,1,,24,
0730,151903,1,,24,
0730,152101,2,56.0,48,0.857
0730,200101,2,15.0,9,0.6
0730,200103,1,,24,
0730,200199,1,,9,
0730,200508,1,,98,
0730,200602,2,81.0,24,0.296
0730,201002,1,,105,
0730,201199,1,,28,
0730,201301,1,,98,
0730,201405,1,,52,
0730,201499,1,,52,
0730,202505,1,,24,
0730,210501,1,,17,
0730,220102,1,,20,
0730,220111,1,,20,
0730,220202,2,3.0,17,5.667
0730,220302,1,,20,
0730,220305,1,,20,
0730,220399,1,,20,
0730,220501,1,,52,
0730,220514,1,,48,
0730,220601,1,,20,
0730,220605,1,,20,
0730,221003,1,,20,
0730,221004,1,,20,
0730,300604,1,,48,
0730,300802,1,,28,
0730,301303,1,,24,
0730,301304,1,,24,
0730,301603,1,,49,
0730,301608,1,,24,
0730,301801,1,,48,
0730,301804,1,,48,
0730,332302,1,,28,
0731,120101,1,,78,
0731,120102,4,22.333,38,1.701
0731,120104,7,11.333,9,0.794
0731,120105,1,,78,
0731,120106,1,,77,
0731,120109,2,62.0,16,0.258
0731,120313,1,,41,
0731,150501,2,22.0,22,1.0
0731,150502,1,,44,
0731,151813,1,,65,
0731,152101,1,,9,
0731,200803,1,,78,
0731,201106,1,,78,
0731,201111,1,,78,
0731,201306,1,,78,
0731,201404,1,,16,
0731,220102,1,,78,
0731,301301,1,,44,
0731,301801,1,,44,
0731,341502,1,,99,
0732,100404,4,34.667,1,0.029
0732,120101,4,22.667,29,1.279
0732,120102,7,17.333,1,0.058
0732,120103,1,,91,
0732,120104,3,42.5,1,0.024
0732,120105,2,62.0,29,0.468
0732,120106,2,33.0,58,1.758
0732,120201,3,16.5,58,3.515
0732,120204,1,,91,
0732,120301,1,,97,
0732,120313,1,,22,
0732,120501,1,,97,
0732,130801,2,29.0,29,1.0
0732,150101,2,62.0,29,0.468
0732,150104,1,,22,
0732,150199,2,6.0,91,15.167
0732,150505,1,,91,
0732,150599,1,,97,
0732,151701,1,,91,
0732,151704,1,,22,
0732,151802,2,64.0,22,0.344
0732,152101,2,19.0,86,4.526
0732,200301,1,,97,
0732,200801,1,,22,
0732,201101,1,,29,
0732,201104,1,,29,
0732,201401,1,,29,
0732,202502,1,,97,
0732,220199,1,,29,
0732,220201,1,,60,
0732,220202,1,,60,
0732,220205,1,,29,
0732,220599,1,,22,
0732,220606,2,7.0,22,3.143
0732,220905,1,,29,
0732,230304,1,,86,
0732,300604,1,,97,
0732,301603,1,,60,
0732,301608,1,,91,
0732,331905,1,,97,
0732,331999,1,,97,
0732,332103,1,,97,
0733,120101,1,,82,
0733,120102,5,14.0,49,3.5
0733,120104,2,3.0,79,26.333
0733,120105,1,,29,
0733,120109,1,,105,
0733,120204,1,,82,
0733,120301,2,4.0,101,25.25
0733,120302,4,16.667,29,1.74
0733,120313,1,,29,
0733,130101,1,,17,
0733,130801,1,,17,
0733,130803,3,32.5,17,0.523
0733,150501,2,20.0,29,1.45
0733,151701,1,,29,
0733,152101,3,42.0,17,0.405
0733,210503,1,,29,
0733,220201,1,,17,
0733,220205,1,,49,
0733,220405,1,,17,
0733,220503,3,32.5,17,0.523
0733,220603,1,,17,
0733,220905,1,,79,
0733,300102,2,72.0,29,0.403
0733,300206,1,,64,
0733,301301,2,56.0,49,0.875
0733,301603,1,,29,
0733,301606,1,,82,
0733,301608,2,56.0,49,0.875
0733,301609,1,,29,
0733,301801,1,,49,
0733,301802,1,,29,
0733,301804,3,25.5,50,1.961
0733,312502,1,,80,
0733,331906,1,,101,
0733,332301,1,,101,
0734,120101,1,,105,
0734,120102,1,,105,
0734,120104,1,,105,
0734,120106,1,,105,
0734,130101,1,,105,
0734,200805,1,,105,
0734,220101,1,,105,
0734,230602,1,,105,
0735,152101,1,,105,
0735,200801,1,,96,
0735,200902,1,,96,
0735,201306,1,,96,
0735,210601,1,,105,
0736,100101,1,,47,
0736,120104,1,,105,
0736,120105,1,,47,
0736,120106,2,7.0,98,14.0
0736,120306,1,,105,
0736,150199,1,,47,
0736,220502,1,,47,
0736,230901,1,,47,
0736,231103,1,,26,
0736,231104,1,,47,
0736,301603,1,,84,
0736,321702,1,,84,
0736,322701,1,,59,
0737,120104,1,,100,
0737,120204,1,,100,
0737,120313,1,,100,
0737,220108,1,,100,
0737,220599,2,5.0,100,20.0
0738,220799,1,,101,
0738,220801,1,,80,
0738,231601,1,,50,
0738,231603,1,,80,
0738,231702,1,,105,
0738,301301,1,,101,
0738,301303,1,,101,
0739,151802,1,,71,
0739,151899,2,30.0,71,2.367
0739,200601,1,,71,
0739,202501,1,,71,
0739,210402,1,,71,
0739,220112,1,,71,
0739,220302,1,,101,
0739,220306,1,,71,
0739,220513,1,,71,
0739,230202,1,,71,
0739,230305,1,,71,
0739,230901,1,,71,
0739,301004,1,,105,
0740,120101,2,92.0,13,0.141
0740,120102,2,50.0,17,0.34
0740,120104,5,15.25,6,0.393
0740,120105,1,,36,
0740,120106,2,30.0,6,0.2
0740,120302,1,,67,
0740,120305,1,,6,
0740,130801,1,,17,
0740,130803,1,,17,
0740,152101,1,,17,
0740,201002,1,,6,
0740,201104,1,,67,
0740,220499,1,,36,
0740,220502,1,,67,
0740,220503,1,,67,
0740,220514,1,,67,
0741,120101,2,56.0,17,0.304
0741,120102,1,,73,
0741,120104,1,,73,
0741,140301,1,,104,
0741,151813,1,,94,
0741,200702,1,,73,
0741,201402,1,,17,
0741,220202,1,,104,
0741,220399,1,,104,
0741,220801,1,,73,
0742,120101,1,,99,
0742,200708,1,,104,
0742,200907,1,,104,
0742,220106,1,,104,
0742,220107,1,,99,
0742,220204,1,,99,
0742,220512,1,,99,
0743,220208,1,,104,
0743,220801,1,,83,
0743,301301,1,,104,
0743,301303,1,,104,
0743,301306,1,,104,
0743,311801,1,,83,
0743,340201,1,,104,
0744,120101,1,,104,
0744,120102,1,,104,
0744,120201,1,,104,
0744,120303,1,,104,
0744,130803,1,,104,
0744,200607,1,,104,
0745,100101,4,8.333,79,9.48
0745,100104,1,,1,
0745,120101,4,3.667,93,25.364
0745,120102,5,25.0,4,0.16
0745,120104,1,,100,
0745,120201,2,99.0,4,0.04
0745,120204,1,,93,
0745,151804,1,,73,
0745,201002,2,96.0,4,0.042
0745,201104,1,,1,
0745,201302,1,,73,
0746,120101,1,,90,
0746,120104,2,61.0,29,0.475
0746,120302,2,75.0,29,0.387
0746,120309,2,75.0,29,0.387
0746,152101,1,,90,
0746,200601,1,,104,
0746,200603,1,,104,
0746,201003,1,,29,
0746,201106,1,,104,
0746,201111,1,,104,
0746,201306,1,,90,
0746,220208,1,,104,
0746,220513,1,,104,
0746,231602,1,,90,
0746,300602,1,,104,
0746,301603,1,,104,
0746,340803,1,,104,
0747,151201,1,,104,
0747,220113,1,,104,
0747,220399,1,,104,
0747,220601,1,,104,
0747,220606,1,,104,
0747,220801,1,,104,
0747,220904,1,,104,
0748,201102,1,,104,
0748,201111,2,65.0,8,0.123
0748,201302,1,,104,
0748,210601,1,,73,
0748,220405,4,32.0,8,0.25
0748,340303,1,,8,
0749,100101,1,,90,
0749,100504,2,7.0,90,12.857
0749,120101,2,7.0,90,12.857
0749,120102,1,,90,
0749,120104,2,7.0,90,12.857
0749,120105,2,7.0,90,12.857
0749,120106,1,,90,
0749,120306,1,,90,
0749,151802,1,,104,
0749,201404,1,,104,
0749,221202,1,,97,
0750,100101,1,,73,
0750,100104,1,,99,
0750,100402,2,26.0,73,2.808
0750,110301,1,,74,
0750,120101,4,27.0,23,0.852
0750,120102,2,31.0,73,2.355
0750,120104,3,38.0,23,0.605
0750,120105,1,,99,
0750,120106,2,29.0,74,2.552
0750,120204,1,,73,
0750,120501,1,,101,
0750,130603,1,,101,
0750,152104,1,,23,
0750,200601,1,,22,
0750,200603,1,,99,
0750,200607,1,,103,
0750,200907,1,,103,
0750,220106,2,81.0,23,0.284
0750,220204,2,4.0,99,24.75
0750,220512,1,,99,
0750,220513,1,,104,
0750,300601,1,,22,
0750,301603,1,,103,
0751,120101,1,,104,
0751,120106,1,,104,
0751,120201,1,,104,
0751,151701,3,45.5,13,0.286
0751,151704,2,4.0,13,3.25
0751,151801,1,,13,
0751,200902,1,,13,
0751,201111,1,,13,
0751,201302,1,,13,
0751,202505,1,,104,
0751,220503,1,,17,
0751,220512,1,,17,
0751,300701,1,,17,
0751,301004,1,,17,
0751,301101,1,,17,
0752,100104,1,,44,
0752,120101,3,33.5,7,0.209
0752,120102,3,23.0,36,1.565
0752,120104,4,22.333,7,0.313
0752,120106,5,24.25,7,0.289
0752,120107,2,22.0,82,3.727
0752,120201,4,22.333,7,0.313
0752,120205,2,60.0,22,0.367
0752,120302,1,,82,
0752,120303,1,,44,
0752,120313,1,,9,
0752,130801,1,,7,
0752,150101,1,,7,
0752,151503,1,,82,
0752,151803,3,40.0,24,0.6
0752,151805,1,,43,
0752,152101,2,46.0,44,0.957
0752,200599,1,,22,
0752,200601,1,,82,
0752,200803,1,,90,
0752,200906,1,,9,
0752,201102,1,,68,
0752,201111,1,,68,
0752,220205,1,,43,
0752,230301,1,,68,
0752,231102,1,,68,
0752,301303,1,,9,
0752,301608,1,,43,
0752,340906,1,,104,
0753,120101,2,104.0,0,0.0
0753,120102,2,22.0,82,3.727
0753,120104,1,,0,
0753,120106,2,104.0,0,0.0
0753,120201,2,104.0,0,0.0
0753,120301,1,,104,
0753,120313,1,,82,
0753,150504,1,,82,
0753,151701,1,,104,
0753,201404,1,,0,
0753,301802,1,,0,
0753,311601,1,,0,
0753,311604,1,,0,
0754,120101,1,,71,
0754,120102,1,,101,
0754,120104,2,96.0,8,0.083
0754,120106,2,3.0,98,32.667
0754,120107,1,,98,
0754,120109,1,,101,
0754,120303,1,,104,
0754,120306,1,,8,
0754,120307,1,,101,
0754,120313,1,,1,
0754,152101,1,,8,
0754,201002,1,,1,
0754,201004,1,,1,
0754,220301,1,,98,
0754,220512,1,,104,
