user_id,P_促销敏感型,P_流失预警型,P_高价值稳定型,P_促销敏感型2,P_高价值稳定型2,P_生鲜高频型,P_类目集中型,硬标签,语义群体
0616,0.0801,0.0551,0.8425,0.0077,0.0141,0.0,0.0004,2,高价值稳定型
0617,0.0002,1e-04,0.7831,0.0009,0.211,0.0,0.0046,2,高价值稳定型
0618,0.0,1e-04,0.0,0.9991,0.0007,0.0,0.0,3,促销敏感型2
0619,0.0248,0.0,0.9752,0.0,0.0,0.0,0.0,2,高价值稳定型
0620,0.0078,0.0034,0.8506,0.0019,0.1318,0.0,0.0045,2,高价值稳定型
0621,0.0228,0.0,0.9772,0.0,0.0,0.0,0.0,2,高价值稳定型
0622,0.3976,0.2698,0.3207,0.0099,0.0016,0.0,0.0003,0,促销敏感型
0623,0.0002,0.0003,0.0006,0.0118,0.987,0.0,0.0002,4,高价值稳定型2
0624,0.0004,0.0004,0.0016,0.0103,0.9764,0.0,0.011,4,高价值稳定型2
0625,0.0209,0.0242,0.8297,0.008,0.1095,0.0022,0.0056,2,高价值稳定型
0626,0.0407,0.0045,0.905,0.0032,0.0454,0.0,0.0013,2,高价值稳定型
0627,0.0004,0.0008,0.5359,0.0009,0.4562,0.0,0.0058,2,高价值稳定型
0628,0.1297,0.0822,0.7873,0.0007,1e-04,0.0,0.0,2,高价值稳定型
0629,0.5707,0.3967,0.0197,0.0127,0.0002,0.0,1e-04,0,促销敏感型
0630,0.8745,0.1199,0.002,0.0033,0.0,0.0,0.0003,0,促销敏感型
0631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0632,0.0,0.0,0.0,0.0237,0.0,0.0,0.9763,6,类目集中型
0633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0634,0.0286,0.0265,0.9128,0.0059,0.0244,0.0008,0.0009,2,高价值稳定型
0635,0.008,0.0015,0.0045,0.0591,0.9262,0.0006,0.0,4,高价值稳定型2
0636,1e-04,0.0007,0.0208,0.0099,0.9136,0.0,0.0548,4,高价值稳定型2
0637,0.0007,0.0002,0.8633,0.0005,0.1346,0.0,0.0007,2,高价值稳定型
0638,0.9996,0.0,0.0,0.0004,0.0,0.0,0.0,0,促销敏感型
0639,0.2051,0.7946,0.0,0.0003,0.0,0.0,0.0,1,流失预警型
0640,0.0321,0.0045,0.5167,0.0115,0.4221,0.0,0.0132,2,高价值稳定型
0641,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0642,1e-04,0.0,0.7588,0.0004,0.2392,0.0,0.0014,2,高价值稳定型
0643,0.1716,0.1072,0.6528,0.0239,0.0044,0.04,1e-04,2,高价值稳定型
0644,0.1544,0.0,0.8456,0.0,0.0,0.0,0.0,2,高价值稳定型
0645,0.0,0.0,0.0,0.0201,0.969,0.0,0.0108,4,高价值稳定型2
0646,0.0062,0.0144,0.1947,0.0048,0.7787,0.0,0.0013,4,高价值稳定型2
0647,0.0054,0.0077,0.1636,0.0059,0.8168,1e-04,0.0006,4,高价值稳定型2
0648,0.0082,0.991,0.0,0.0002,0.0,0.0006,0.0,1,流失预警型
0649,0.0014,0.0003,0.0,0.3935,0.0,0.0013,0.6035,6,类目集中型
0650,0.002,0.0007,0.1785,0.0031,0.8037,0.0,0.012,4,高价值稳定型2
0651,0.0443,0.0076,0.6184,0.0136,0.3099,0.0,0.0061,2,高价值稳定型
0652,0.0,0.0,0.0,1e-04,0.0,0.0,0.9999,6,类目集中型
0653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0654,0.0021,0.0037,0.0,0.1158,0.8783,0.0,0.0,4,高价值稳定型2
0655,0.9996,0.0003,0.0,1e-04,0.0,0.0,0.0,0,促销敏感型
0656,0.7393,0.1349,0.0673,0.0363,0.0124,0.0,0.0099,0,促销敏感型
0657,0.0013,0.0012,0.013,0.0128,0.9718,0.0,0.0,4,高价值稳定型2
0658,0.0025,0.0033,0.637,0.0019,0.3467,0.0,0.0086,2,高价值稳定型
0659,0.0046,0.0037,0.0035,0.0838,0.5374,0.3671,0.0,4,高价值稳定型2
0660,0.0133,0.0089,0.0433,0.0278,0.9066,1e-04,0.0,4,高价值稳定型2
0661,0.0004,0.0,0.7755,0.0005,0.2225,0.0,0.0011,2,高价值稳定型
0662,0.0171,0.0027,0.001,0.0948,0.8843,0.0,0.0,4,高价值稳定型2
0663,0.9989,1e-04,0.0,0.0009,0.0,0.0,0.0,0,促销敏感型
0664,0.5392,0.1866,0.2725,0.0017,0.0,0.0,0.0,0,促销敏感型
0665,0.0306,0.0004,0.0,0.791,0.1781,0.0,0.0,3,促销敏感型2
0666,0.0007,0.0,0.9991,0.0,0.0002,0.0,0.0,2,高价值稳定型
0667,1e-04,0.9999,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0668,0.0024,0.0021,0.0457,0.0067,0.9426,0.0,0.0005,4,高价值稳定型2
0669,0.0274,0.0016,0.9709,1e-04,0.0,0.0,0.0,2,高价值稳定型
0670,0.4117,0.3987,0.1531,0.028,0.0079,0.0,0.0005,0,促销敏感型
0671,0.7884,0.179,0.0029,0.0269,0.002,0.0,0.0009,0,促销敏感型
0672,0.0326,0.0114,0.0003,0.1035,0.8521,0.0,0.0,4,高价值稳定型2
0673,0.0032,0.0084,0.1635,0.0123,0.8017,0.007,0.004,4,高价值稳定型2
0674,0.082,1e-04,0.0,0.9163,0.0016,0.0,0.0,3,促销敏感型2
0675,0.0112,0.0002,0.9879,1e-04,0.0006,0.0,0.0,2,高价值稳定型
0676,0.005,0.0033,0.4667,0.0039,0.5146,0.0,0.0066,4,高价值稳定型2
0677,0.0039,1e-04,0.9701,0.0004,0.0254,0.0,1e-04,2,高价值稳定型
0678,0.1257,0.0024,0.0004,0.124,0.7475,1e-04,0.0,4,高价值稳定型2
0679,0.0014,1e-04,0.0,0.1738,0.8247,0.0,0.0,4,高价值稳定型2
0680,0.075,0.0188,0.5689,0.044,0.2828,0.0105,0.0,2,高价值稳定型
0681,0.6088,0.1876,0.1938,0.0069,0.0003,0.0,0.0027,0,促销敏感型
0682,0.0498,0.0064,0.9348,0.0006,0.0083,0.0,0.0,2,高价值稳定型
0683,0.0058,0.0018,0.021,0.019,0.6812,0.0002,0.271,4,高价值稳定型2
0684,0.0406,1e-04,0.9593,0.0,0.0,0.0,0.0,2,高价值稳定型
0685,0.9991,0.0007,0.0,0.0002,0.0,0.0,0.0,0,促销敏感型
0686,0.1487,0.3305,0.0,0.497,0.0237,0.0,0.0,3,促销敏感型2
0687,0.0797,0.0545,0.8386,0.0035,0.0236,0.0,0.0002,2,高价值稳定型
0688,0.0017,0.0,0.0,0.9983,0.0,0.0,0.0,3,促销敏感型2
0689,0.0005,0.0,0.8795,0.0003,0.1195,0.0,1e-04,2,高价值稳定型
0690,0.0005,0.0023,0.0,0.9569,0.0403,0.0,0.0,3,促销敏感型2
0691,0.0366,0.017,0.0,0.2781,0.6682,0.0,0.0002,4,高价值稳定型2
0692,0.0106,0.9664,0.0,0.0122,0.0,0.0108,0.0,1,流失预警型
0693,0.6632,0.0008,0.0,0.3336,0.0025,0.0,0.0,0,促销敏感型
0694,0.0,0.0,0.0,0.4632,0.0024,0.0,0.5344,6,类目集中型
0695,0.0008,0.0,0.0,0.9992,0.0,0.0,0.0,3,促销敏感型2
0696,0.0251,0.063,0.9103,0.0014,0.0,1e-04,1e-04,2,高价值稳定型
0697,0.0008,0.0031,0.0334,0.0086,0.954,1e-04,1e-04,4,高价值稳定型2
0698,0.0021,0.0,0.9975,0.0,0.0003,0.0,0.0,2,高价值稳定型
0699,0.9971,0.0026,0.0,0.0003,0.0,0.0,0.0,0,促销敏感型
0700,0.0014,0.001,0.0,0.9948,0.0029,0.0,0.0,3,促销敏感型2
0701,0.0019,0.0,0.0,0.9948,0.0033,0.0,0.0,3,促销敏感型2
0702,0.4356,0.122,0.0,0.4153,0.0021,0.025,0.0,0,促销敏感型
0703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,促销敏感型
0704,0.0005,1e-04,0.0,0.2163,0.7831,0.0,0.0,4,高价值稳定型2
0705,0.0003,0.0309,0.0,0.8373,0.0,0.1316,0.0,3,促销敏感型2
0706,0.3469,0.0015,0.6514,1e-04,0.0,0.0,0.0,2,高价值稳定型
0707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
0708,0.0854,0.8715,0.0,0.0431,0.0,0.0,0.0,1,流失预警型
0709,0.0163,0.0126,0.0077,0.1063,0.7439,0.1132,0.0,4,高价值稳定型2
0710,0.0038,0.0034,0.0003,0.0438,0.9486,1e-04,0.0,4,高价值稳定型2
0711,0.0039,0.0056,0.0078,0.0306,0.9458,0.0062,0.0,4,高价值稳定型2
0712,0.0,0.0002,0.0037,0.0106,0.949,0.0,0.0365,4,高价值稳定型2
0713,0.0507,0.0148,0.9343,0.0002,0.0,0.0,0.0,2,高价值稳定型
0714,0.0049,0.0054,0.0,0.4226,0.0,0.5665,0.0006,5,生鲜高频型
0715,0.0,0.0,0.0,0.0005,0.0,0.0,0.9994,6,类目集中型
0716,0.0388,0.0041,0.9521,0.0003,0.0048,0.0,0.0,2,高价值稳定型
0717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
0718,0.0219,0.0065,0.9434,0.0012,0.0267,0.0,0.0004,2,高价值稳定型
0719,0.2385,0.7611,0.0,0.0004,0.0,0.0,0.0,1,流失预警型
0720,0.0104,0.834,0.0,0.1556,0.0,0.0,0.0,1,流失预警型
0721,0.0275,0.0074,0.965,1e-04,0.0,0.0,0.0,2,高价值稳定型
0722,0.0606,0.0097,0.9288,0.0006,1e-04,0.0,1e-04,2,高价值稳定型
0723,0.0959,0.3996,0.5044,0.0,0.0,0.0,0.0,2,高价值稳定型
0724,0.0112,0.0363,0.0,0.3244,0.6261,0.002,0.0,4,高价值稳定型2
0725,0.3053,0.0156,0.0,0.679,1e-04,0.0,0.0,3,促销敏感型2
0726,0.0391,0.0196,0.9412,1e-04,0.0,0.0,0.0,2,高价值稳定型
0727,0.0002,0.001,0.0109,0.0243,0.9287,0.004,0.0308,4,高价值稳定型2
0728,0.0036,0.0,0.0,0.0228,0.0016,0.0,0.972,6,类目集中型
0729,0.0004,0.0,0.9663,1e-04,0.0331,0.0,0.0,2,高价值稳定型
0730,0.0097,0.0,0.9903,0.0,0.0,0.0,0.0,2,高价值稳定型
0731,0.0047,0.0004,0.1695,0.0071,0.7934,0.0,0.0249,4,高价值稳定型2
0732,0.0018,0.0012,0.7713,0.0008,0.2231,0.0,0.0018,2,高价值稳定型
0733,0.0036,0.0005,0.9561,0.0003,0.0393,0.0,1e-04,2,高价值稳定型
0734,0.5008,0.108,0.0,0.2868,0.0,0.0751,0.0293,0,促销敏感型
0735,0.9617,0.0372,0.0,0.001,0.0,0.0,0.0,0,促销敏感型
0736,0.0187,0.0125,0.9682,0.0004,0.0002,0.0,0.0,2,高价值稳定型
0737,0.5512,0.4188,0.0294,0.0006,0.0,0.0,0.0,0,促销敏感型
0738,0.0003,0.0003,0.0,0.0467,0.9525,0.0,0.0003,4,高价值稳定型2
0739,0.3196,0.2597,0.3155,0.0549,0.0502,0.0,1e-04,0,促销敏感型
0740,0.0154,0.0002,0.9396,0.0029,0.0415,0.0,0.0004,2,高价值稳定型
0741,0.0025,0.0022,0.0279,0.0088,0.9585,1e-04,1e-04,4,高价值稳定型2
0742,0.0384,0.9613,0.0,0.0003,0.0,0.0,0.0,1,流失预警型
0743,0.0769,0.0068,0.0,0.2333,0.6821,0.0,0.0008,4,高价值稳定型2
0744,0.0588,0.9244,0.0,0.0153,0.0,0.0015,0.0,1,流失预警型
0745,0.0476,0.003,0.9493,1e-04,0.0,0.0,0.0,2,高价值稳定型
0746,0.3267,0.5611,0.0678,0.0242,0.0194,0.0,0.0009,1,流失预警型
0747,0.0,0.0,0.0,0.0137,0.0024,0.0,0.9838,6,类目集中型
0748,0.0013,0.0014,0.0047,0.0192,0.9211,0.0,0.0522,4,高价值稳定型2
0749,0.4281,0.5147,0.0424,0.011,0.0,0.0032,0.0006,1,流失预警型
0750,0.0129,0.0002,0.9868,0.0,1e-04,0.0,0.0,2,高价值稳定型
0751,0.0027,0.0054,0.0326,0.0127,0.9435,0.0031,0.0,4,高价值稳定型2
0752,0.001,0.004,0.3433,0.0026,0.6431,0.0,0.006,4,高价值稳定型2
0753,0.0072,0.0189,0.5366,0.0182,0.3161,0.0629,0.0401,2,高价值稳定型
0754,0.0219,0.0002,0.9779,0.0,0.0,0.0,0.0,2,高价值稳定型
0755,0.5679,0.1789,0.2511,0.002,0.0,0.0,0.0,0,促销敏感型
0756,0.0045,0.0011,0.0002,0.1213,0.8718,0.0011,0.0,4,高价值稳定型2
0757,0.1142,0.0334,0.8485,0.0026,0.0009,0.0,0.0003,2,高价值稳定型
0758,0.0078,1e-04,0.9901,0.0002,0.0018,0.0,0.0,2,高价值稳定型
0759,0.0532,0.0248,0.0013,0.1247,0.7543,0.0,0.0418,4,高价值稳定型2
0760,0.9962,0.0013,0.0,0.0023,0.0,0.0003,0.0,0,促销敏感型
0761,0.0004,0.0007,0.6814,0.0007,0.3126,0.0,0.0041,2,高价值稳定型
0762,0.0005,1e-04,0.0,0.0016,0.0,0.9975,0.0003,5,生鲜高频型
0763,0.0006,0.0005,0.7906,0.0008,0.2044,0.0,0.0031,2,高价值稳定型
0764,1e-04,1e-04,1e-04,0.0136,0.981,0.0,0.005,4,高价值稳定型2
0765,0.0,0.0,0.0,0.0343,0.7123,0.0,0.2533,4,高价值稳定型2
0766,0.0002,1e-04,0.7342,0.0005,0.2629,0.0,0.0021,2,高价值稳定型
0767,0.0,0.0,0.0,0.0002,0.0,0.0,0.9998,6,类目集中型
0768,0.1414,0.0166,0.0042,0.3112,0.3994,0.1272,0.0,4,高价值稳定型2
0769,0.0003,0.0,0.9419,0.0004,0.0573,0.0,1e-04,2,高价值稳定型
0770,0.0023,0.0085,0.1255,0.0069,0.8564,0.0,0.0004,4,高价值稳定型2
0771,0.0218,0.0029,0.0,0.9501,0.0195,0.0058,0.0,3,促销敏感型2
0772,0.7921,0.037,0.0,0.0311,1e-04,0.1395,1e-04,0,促销敏感型
0773,0.0008,0.0,0.0,0.0163,0.7584,0.0,0.2245,4,高价值稳定型2
0774,0.0015,0.0022,0.0165,0.0094,0.9702,0.0,0.0002,4,高价值稳定型2
0775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,类目集中型
0776,0.0007,0.9993,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0777,1e-04,1e-04,0.0,0.1113,0.8885,0.0,0.0,4,高价值稳定型2
0778,0.0002,0.9997,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0779,0.1746,0.0156,0.8096,0.0002,0.0,0.0,0.0,2,高价值稳定型
0780,0.0112,0.0006,0.9861,0.0002,0.0018,0.0,0.0,2,高价值稳定型
0781,0.074,0.0003,0.0,0.9249,0.0007,1e-04,0.0,3,促销敏感型2
0782,0.0135,0.0186,0.0145,0.1023,0.8511,0.0,0.0,4,高价值稳定型2
0783,0.0002,0.0002,0.7181,0.0004,0.279,0.0,0.0021,2,高价值稳定型
0784,0.0048,0.6952,0.0,0.2999,0.0,0.0,0.0,1,流失预警型
0785,0.6994,0.0003,0.3003,0.0,0.0,0.0,0.0,0,促销敏感型
0786,1e-04,1e-04,0.0791,0.0036,0.859,0.0,0.0582,4,高价值稳定型2
0787,0.0314,0.0216,0.5563,0.0104,0.3784,0.0,0.0019,2,高价值稳定型
0788,0.0009,0.0036,0.1025,0.0067,0.8849,0.001,0.0004,4,高价值稳定型2
0789,0.5363,0.1768,0.0363,0.1095,0.1401,0.0,0.0009,0,促销敏感型
0790,0.3189,0.3843,0.0041,0.2329,0.0505,0.0015,0.0078,1,流失预警型
0791,0.0006,0.0004,0.4324,0.002,0.5517,0.0,0.013,4,高价值稳定型2
0792,0.0005,0.0009,0.5268,0.0008,0.4663,0.0,0.0047,2,高价值稳定型
0793,0.1457,0.0287,0.0,0.1561,0.0,0.6695,0.0,5,生鲜高频型
0794,0.1234,0.0095,0.0,0.677,0.1893,0.0009,0.0,3,促销敏感型2
0795,0.146,0.0043,1e-04,0.079,0.3163,0.0,0.4542,6,类目集中型
0796,0.0656,0.0003,0.9341,0.0,0.0,0.0,0.0,2,高价值稳定型
0797,0.0009,0.0019,0.0018,0.0166,0.9779,0.0,0.0009,4,高价值稳定型2
0798,0.0013,0.0,0.0,0.0,0.0,0.9987,0.0,5,生鲜高频型
0799,1e-04,0.0,0.0,0.0696,0.0031,0.0,0.9272,6,类目集中型
0800,1e-04,0.0,0.0,0.0202,0.0024,0.0,0.9773,6,类目集中型
0801,0.8526,0.1001,0.0,0.0243,0.0012,0.0002,0.0216,0,促销敏感型
0802,0.002,0.0006,0.0,0.9959,0.0015,0.0,0.0,3,促销敏感型2
0803,0.889,0.0,0.111,0.0,0.0,0.0,0.0,0,促销敏感型
0804,0.0048,0.0011,0.9057,0.0007,0.087,0.0,0.0007,2,高价值稳定型
0805,0.002,1e-04,0.9818,0.0002,0.0159,0.0,0.0,2,高价值稳定型
0806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0807,0.0215,0.106,0.8703,0.0018,0.0,1e-04,0.0003,2,高价值稳定型
0808,0.3693,0.0824,0.5469,0.0014,0.0,0.0,0.0,2,高价值稳定型
0809,0.0089,0.0166,0.9745,0.0,0.0,0.0,0.0,2,高价值稳定型
0810,0.18,0.0191,0.0,0.6366,0.164,0.0003,0.0,3,促销敏感型2
0811,0.0602,1e-04,0.9374,0.0006,0.0016,0.0,0.0,2,高价值稳定型
0812,0.0568,0.0431,0.8987,0.0011,0.0003,0.0,0.0,2,高价值稳定型
0813,0.0041,0.0002,0.0,0.0,0.0,0.9956,0.0,5,生鲜高频型
0814,0.0003,0.0007,0.3794,0.0017,0.6059,0.0,0.0121,4,高价值稳定型2
0815,0.0017,0.0003,0.0,0.0004,0.0,0.9974,0.0002,5,生鲜高频型
0816,0.0006,0.0029,0.1689,0.0039,0.8212,0.0,0.0024,4,高价值稳定型2
0817,0.9984,0.0,0.0,0.0016,0.0,0.0,0.0,0,促销敏感型
0818,0.0406,0.0762,0.883,0.0002,0.0,0.0,0.0,2,高价值稳定型
0819,0.0049,0.0,0.9948,0.0,0.0003,0.0,0.0,2,高价值稳定型
0820,0.0,0.0,0.0,0.009,0.0,0.0,0.991,6,类目集中型
0821,0.2656,0.0209,0.0,0.7127,0.0,0.0007,1e-04,3,促销敏感型2
0822,0.993,0.0022,0.0,0.0007,0.0,0.0,0.0041,0,促销敏感型
0823,0.0036,0.0043,1e-04,0.1209,0.868,0.0031,0.0,4,高价值稳定型2
0824,0.4699,0.5137,0.003,0.0133,1e-04,0.0,0.0002,1,流失预警型
0825,0.0003,0.9997,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0826,0.1206,0.7889,0.0,0.0712,0.0,0.0191,0.0003,1,流失预警型
0827,0.066,0.0153,0.881,0.0041,0.0323,0.0,0.0012,2,高价值稳定型
0828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,类目集中型
0829,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0830,0.0,0.0004,0.0,0.9994,1e-04,0.0,0.0,3,促销敏感型2
0831,0.0022,0.013,0.9848,0.0,0.0,0.0,0.0,2,高价值稳定型
0832,0.0014,0.0007,1e-04,0.0347,0.8764,0.0,0.0866,4,高价值稳定型2
0833,0.0056,0.0071,0.7463,0.0028,0.2301,1e-04,0.008,2,高价值稳定型
0834,0.0508,1e-04,0.949,0.0,0.0002,0.0,0.0,2,高价值稳定型
0835,0.0017,0.0,0.9976,0.0,0.0006,0.0,0.0,2,高价值稳定型
0836,0.0065,0.01,0.3457,0.0086,0.5979,0.0,0.0314,4,高价值稳定型2
0837,0.1042,0.7912,0.0,0.1039,0.0007,0.0,0.0,1,流失预警型
0838,0.01,0.0023,0.0,0.0977,0.0006,0.748,0.1414,5,生鲜高频型
0839,0.0684,0.0166,0.915,0.0,0.0,0.0,0.0,2,高价值稳定型
0840,0.9649,0.004,0.0,0.0312,0.0,0.0,0.0,0,促销敏感型
0841,0.0,0.0092,0.9908,0.0,0.0,0.0,0.0,2,高价值稳定型
0842,0.0103,0.0035,0.8966,0.0008,0.0883,0.0,0.0005,2,高价值稳定型
0843,0.0009,0.0046,0.3351,0.0024,0.6507,0.0,0.0062,4,高价值稳定型2
0844,0.2011,0.1469,1e-04,0.3831,0.2662,0.0,0.0027,3,促销敏感型2
0845,0.0098,0.0027,0.8714,0.0014,0.114,0.0,0.0007,2,高价值稳定型
0846,0.0496,0.0106,0.8843,0.0043,0.0493,0.0,0.002,2,高价值稳定型
0847,0.0013,0.0,0.9976,0.0,0.001,0.0,0.0,2,高价值稳定型
0848,1e-04,0.0,0.0,0.0039,0.0,0.0,0.996,6,类目集中型
0849,0.0055,0.0105,0.1465,0.0133,0.8231,0.0,0.0012,4,高价值稳定型2
0850,1e-04,0.0,0.0,0.991,0.0088,0.0,0.0,3,促销敏感型2
0851,0.0018,0.0033,0.4054,0.0057,0.5563,0.001,0.0265,4,高价值稳定型2
0852,1e-04,1e-04,0.0,0.9986,0.0011,0.0,0.0,3,促销敏感型2
0853,0.0048,0.0,0.9942,1e-04,0.0009,0.0,0.0,2,高价值稳定型
0854,0.0018,0.0003,0.0,0.4093,0.5885,0.0,0.0,4,高价值稳定型2
0855,0.0048,0.0016,0.0,0.9811,0.0125,0.0,0.0,3,促销敏感型2
0856,0.0043,0.0033,0.0,0.0182,0.0,0.9732,0.001,5,生鲜高频型
0857,0.6618,0.0013,0.3369,1e-04,0.0,0.0,0.0,0,促销敏感型
0858,0.0007,1e-04,0.0,0.0222,0.8857,0.0,0.0913,4,高价值稳定型2
0859,0.0596,0.0712,0.8341,0.009,0.0258,1e-04,0.0002,2,高价值稳定型
0860,0.0015,0.002,0.0048,0.0132,0.9778,0.0,0.0007,4,高价值稳定型2
0861,1e-04,0.0057,0.9942,0.0,0.0,0.0,0.0,2,高价值稳定型
0862,0.0149,0.0067,0.9406,0.0013,0.0355,0.0,0.0009,2,高价值稳定型
0863,0.1464,0.0061,0.0002,0.1939,0.6533,0.0,0.0,4,高价值稳定型2
0864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0865,0.0728,0.3789,0.5483,0.0,0.0,0.0,0.0,2,高价值稳定型
0866,0.0158,0.0009,0.9777,0.0002,0.0054,0.0,0.0,2,高价值稳定型
0867,0.0246,0.0246,0.9415,0.0023,0.0068,0.0,0.0002,2,高价值稳定型
0868,0.0065,0.0003,0.0011,0.1565,0.8353,0.0003,0.0,4,高价值稳定型2
0869,0.0099,0.0008,0.0,0.9527,0.0016,0.0,0.035,3,促销敏感型2
0870,0.3579,1e-04,0.0,0.635,0.007,1e-04,0.0,3,促销敏感型2
0871,0.003,0.0003,0.0104,0.0065,0.9236,0.0,0.0561,4,高价值稳定型2
0872,0.0,0.0,0.0,0.0013,0.0,0.0,0.9987,6,类目集中型
0873,1e-04,0.9999,0.0,0.0,0.0,0.0,0.0,1,流失预警型
0874,0.0021,0.0128,0.251,0.0135,0.6749,0.032,0.0135,4,高价值稳定型2
0875,0.0006,0.0004,0.0033,0.0098,0.9827,0.0,0.0033,4,高价值稳定型2
0876,0.0361,0.0255,0.0005,0.1282,0.0003,0.8094,0.0,5,生鲜高频型
0877,0.0666,0.0109,0.9111,0.0059,0.0041,1e-04,0.0013,2,高价值稳定型
0878,0.0563,0.0009,0.94,0.0008,0.002,0.0,0.0,2,高价值稳定型
0879,0.0764,0.0491,0.8651,0.0018,0.0074,0.0,1e-04,2,高价值稳定型
0880,0.0031,0.0207,0.0,0.6415,0.012,0.3226,0.0,3,促销敏感型2
0881,0.0044,0.0042,0.1982,0.0061,0.7751,1e-04,0.012,4,高价值稳定型2
0882,1e-04,0.0,0.0,0.0004,0.0,0.0,0.9995,6,类目集中型
0883,0.2708,0.0095,0.0,0.1594,0.5601,0.0,0.0,4,高价值稳定型2
0884,0.0003,0.0,0.0,0.0362,0.0008,0.0,0.9627,6,类目集中型
0885,0.5758,0.1344,0.0056,0.0884,0.0024,0.0503,0.1432,0,促销敏感型
0886,0.9865,0.002,0.0057,0.0057,0.0,0.0,0.0,0,促销敏感型
0887,0.0118,0.0157,0.1409,0.0129,0.8186,0.0,1e-04,4,高价值稳定型2
0888,0.2083,0.0864,0.0,0.7052,0.0,0.0,0.0,3,促销敏感型2
0889,0.8203,0.1568,0.0018,0.0201,0.0005,0.0,0.0005,0,促销敏感型
0890,0.0,0.0003,0.0,0.9994,0.0003,0.0,0.0,3,促销敏感型2
0891,0.2739,0.0773,0.0577,0.1583,1e-04,0.3174,0.1152,5,生鲜高频型
0892,0.0543,0.2089,0.0046,0.2474,0.0144,0.4705,0.0,5,生鲜高频型
0893,0.0532,0.0405,0.905,0.0012,0.0,0.0,1e-04,2,高价值稳定型
0894,0.0003,0.0011,0.0094,0.0114,0.9772,0.0004,0.0003,4,高价值稳定型2
0895,0.0,0.0,0.0,0.0004,0.0,0.9995,1e-04,5,生鲜高频型
0896,0.035,0.0425,0.9077,0.0065,0.008,1e-04,0.0,2,高价值稳定型
0897,0.0013,0.0008,0.0232,0.0066,0.9592,0.0,0.0089,4,高价值稳定型2
0898,0.0186,0.0181,0.4322,0.02,0.484,0.0151,0.012,4,高价值稳定型2
0899,0.0,0.0002,0.0,0.5007,0.4991,0.0,0.0,3,促销敏感型2
0900,0.0055,0.0036,0.0602,0.0091,0.9212,0.0,0.0004,4,高价值稳定型2
0901,0.0566,0.0064,0.0017,0.0826,0.1183,0.7345,0.0,5,生鲜高频型
0902,0.4965,0.2114,0.0644,0.0551,0.111,0.0605,0.0011,0,促销敏感型
0903,0.0007,1e-04,0.0,0.0678,0.4641,0.0,0.4673,6,类目集中型
0904,0.0112,0.0091,0.0,0.018,0.0,0.9617,1e-04,5,生鲜高频型
0905,0.0073,0.0444,0.0,0.1416,0.032,0.7747,0.0,5,生鲜高频型
0906,0.0371,0.0238,0.4362,0.0151,0.4877,0.0,1e-04,4,高价值稳定型2
0907,0.0043,0.0017,0.602,0.0069,0.3422,1e-04,0.0427,2,高价值稳定型
0908,0.0005,0.0371,0.9624,0.0,0.0,0.0,0.0,2,高价值稳定型
0909,0.4582,0.4343,0.1003,0.0072,1e-04,0.0,0.0,0,促销敏感型
0910,0.0242,0.0127,0.1146,0.0267,0.8203,0.0,0.0015,4,高价值稳定型2
0911,0.0029,0.0003,0.9677,0.0002,0.0288,0.0,0.0,2,高价值稳定型
0912,0.0006,0.0,0.0,0.0415,0.0,0.0,0.9579,6,类目集中型
0913,0.0019,0.0,0.9885,1e-04,0.0095,0.0,0.0,2,高价值稳定型
0914,0.0124,0.0131,0.8868,0.0027,0.0793,1e-04,0.0056,2,高价值稳定型
0915,0.1618,0.0661,0.7382,0.0118,0.0198,0.0,0.0023,2,高价值稳定型
0916,0.0088,0.002,0.9443,0.0005,0.0441,0.0,0.0002,2,高价值稳定型
0917,0.666,0.1998,0.0727,0.0444,0.0079,0.0,0.0092,0,促销敏感型
0918,0.0059,0.0019,0.0,0.0023,0.0,0.9897,0.0002,5,生鲜高频型
0919,0.001,0.0002,0.0,0.9856,0.0003,0.0,0.0129,3,促销敏感型2
0920,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,促销敏感型2
0921,0.0011,0.0023,0.0002,0.0406,0.9543,0.001,0.0005,4,高价值稳定型2
0922,0.0034,0.0015,0.0065,0.031,0.9576,0.0,0.0,4,高价值稳定型2
0923,0.0015,0.0032,0.0478,0.0165,0.9157,0.0072,0.0082,4,高价值稳定型2
