item_id,cat_l1_name,cat_l2_name,cat_l3_name,cat_l3_code,item_type,unit,spec,销售金额,销售数量,销售笔数,平均单价,购买人数,复购率,复购率_平滑,促销占比,price_rank,price_band,综合热度,热度排名
DW-2210050040,休闲,果冻,碎碎冰,221005,一般商品,袋,85ml,1.3,2.0,2,0.8,2,0.0,0.0863,0.0,0.25,低价带,0.1413,6089
DW-2210060018,休闲,果冻,礼包/桶果冻,221006,一般商品,袋,360g,16.0,4.0,4,4.0,4,0.0,0.074,0.0,0.375,中价带,0.2217,3269
DW-2210060019,休闲,果冻,礼包/桶果冻,221006,一般商品,袋,360g,20.0,5.0,5,4.0,4,0.25,0.1454,0.0,0.375,中价带,0.3018,1340
DW-2210060026,休闲,果冻,礼包/桶果冻,221006,一般商品,包,600g,14.9,1.0,1,14.9,1,0.0,0.0942,0.0,0.75,高价带,0.1979,4280
DW-2210060031,休闲,果冻,礼包/桶果冻,221006,一般商品,盒,30g*12,16.9,1.0,1,16.9,1,0.0,0.0942,0.0,1.0,高价带,0.2024,4081
DW-2210990003,休闲,果冻,其他果冻,221099,一般商品,千克,散称,43.29,1.916,3,22.6,3,0.0,0.0797,0.0,0.625,中价带,0.2464,2430
DW-2210990004,休闲,果冻,其他果冻,221099,一般商品,千克,散称,127.93,4.602,11,27.8,11,0.0,0.0493,0.0,0.75,高价带,0.3202,1039
DW-2210990005,休闲,果冻,其他果冻,221099,一般商品,千克,散称,84.86,6.15,12,13.8,12,0.0,0.0471,0.0,0.25,低价带,0.3126,1145
DW-2210990009,休闲,果冻,其他果冻,221099,一般商品,千克,散称,20.92,0.702,2,29.8,2,0.0,0.0863,0.0,0.875,高价带,0.2083,3844
DW-2210990011,休闲,果冻,其他果冻,221099,一般商品,千克,散称,8.86,0.764,2,11.6,2,0.0,0.0863,0.0,0.125,低价带,0.1769,5151
DW-2210990053,休闲,果冻,其他果冻,221099,一般商品,千克,散称,23.92,1.344,2,17.8,2,0.0,0.0863,0.0,0.375,中价带,0.2175,3427
DW-2210990054,休闲,果冻,其他果冻,221099,一般商品,千克,散称,11.2,0.95,1,19.8,1,0.0,0.0942,1.0,0.5,中价带,0.1875,4714
DW-2210990056,休闲,果冻,其他果冻,221099,一般商品,千克,散称,7.84,0.172,1,45.6,1,0.0,0.0942,0.0,1.0,高价带,0.1707,5411
DW-2211011032,休闲,进口食品,进口休闲食品,221101,联营商品,盒,100g,14.0,1.0,1,14.0,1,0.0,0.0942,0.0,0.7059,高价带,0.1956,4343
DW-2211011108,休闲,进口食品,进口休闲食品,221101,联营商品,盒,108g,11.8,1.0,1,11.8,1,0.0,0.0942,0.0,0.4265,中价带,0.1896,4643
DW-2211011110,休闲,进口食品,进口休闲食品,221101,联营商品,盒,108g,11.8,1.0,1,11.8,1,0.0,0.0942,0.0,0.4265,中价带,0.1896,4643
DW-2211011155,休闲,进口食品,进口休闲食品,221101,联营商品,杯,192g,4.9,1.0,1,4.9,1,0.0,0.0942,0.0,0.0294,低价带,0.1622,5684
DW-2211011293,休闲,进口食品,进口休闲食品,221101,联营商品,盒,166g,21.8,1.0,1,21.8,1,0.0,0.0942,0.0,1.0,高价带,0.2119,3664
DW-2211011339,休闲,进口食品,进口休闲食品,221101,联营商品,瓶,170g,19.9,1.0,1,19.9,1,0.0,0.0942,0.0,0.9559,高价带,0.2085,3811
DW-2211011531,休闲,进口食品,进口休闲食品,221101,联营商品,罐,130g,31.6,2.0,2,15.8,2,0.0,0.0863,0.0,0.8676,高价带,0.2321,2901
DW-2211011545,休闲,进口食品,进口休闲食品,221101,一般商品,盒,50.4g,29.7,3.0,3,9.9,3,0.0,0.0797,0.0,0.1618,低价带,0.237,2710
DW-2211011547,休闲,进口食品,进口休闲食品,221101,一般商品,盒,21.6g,5.5,1.0,1,5.5,1,0.0,0.0942,0.0,0.0735,低价带,0.1654,5591
DW-2211011548,休闲,进口食品,进口休闲食品,221101,一般商品,盒,50.4g,50.0,5.0,5,10.0,5,0.0,0.0691,0.0,0.2206,低价带,0.271,1834
DW-2211011550,休闲,进口食品,进口休闲食品,221101,一般商品,盒,21.6g,27.5,5.0,5,5.5,5,0.0,0.0691,0.0,0.0735,低价带,0.2488,2360
DW-2211011551,休闲,进口食品,进口休闲食品,221101,一般商品,盒,50.4g,20.0,2.0,2,10.0,2,0.0,0.0863,0.0,0.2206,低价带,0.2144,3549
DW-2211011560,休闲,进口食品,进口休闲食品,221101,联营商品,瓶,170g,59.7,3.0,1,19.9,1,0.0,0.0942,0.0,0.9559,高价带,0.2602,2085
DW-2211011562,休闲,进口食品,进口休闲食品,221101,联营商品,盒,100g,13.6,1.0,1,13.6,1,0.0,0.0942,0.0,0.5882,中价带,0.1946,4428
DW-2211011563,休闲,进口食品,进口休闲食品,221101,联营商品,盒,100g,27.2,2.0,2,13.6,2,0.0,0.0863,0.0,0.5882,中价带,0.2262,3090
DW-2211011598,休闲,进口食品,进口休闲食品,221101,联营商品,袋,112g,12.0,1.0,1,12.0,1,0.0,0.0942,0.0,0.4706,中价带,0.1902,4602
DW-2211011620,休闲,进口食品,进口休闲食品,221101,联营商品,包,268g,15.8,1.0,1,15.8,1,0.0,0.0942,0.0,0.8676,高价带,0.2,4190
DW-2211011621,休闲,进口食品,进口休闲食品,221101,联营商品,盒,150g,25.6,2.0,2,12.8,2,0.0,0.0863,0.0,0.5,中价带,0.2239,3175
DW-2211011800,休闲,进口食品,进口休闲食品,221101,联营商品,袋,50g,19.2,1.0,1,19.2,1,0.0,0.0942,0.0,0.9118,高价带,0.2071,3872
DW-2211012139,休闲,进口食品,进口休闲食品,221101,一般商品,个,420g,12.9,1.0,1,12.9,1,0.0,0.0942,0.0,0.5294,中价带,0.1927,4512
DW-2211012148,休闲,进口食品,进口休闲食品,221101,一般商品,袋,100g,68.9,7.0,7,9.9,6,0.1667,0.1272,0.0,0.1618,低价带,0.3409,777
DW-2211012149,休闲,进口食品,进口休闲食品,221101,一般商品,袋,100g,134.4,12.0,9,13.9,8,0.125,0.1131,0.3333,0.6618,中价带,0.3707,549
DW-2211012164,休闲,进口食品,进口休闲食品,221101,一般商品,个,285g,72.5,5.0,5,14.5,5,0.0,0.0691,0.0,0.75,高价带,0.285,1596
DW-2211012165,休闲,进口食品,进口休闲食品,221101,一般商品,个,285g,87.0,6.0,6,14.5,6,0.0,0.0647,0.0,0.75,高价带,0.2977,1396
DW-2211012166,休闲,进口食品,进口休闲食品,221101,一般商品,个,285g,13.9,1.0,1,13.9,1,0.0,0.0942,0.0,0.6618,中价带,0.1954,4363
DW-2211012189,休闲,进口食品,进口休闲食品,221101,联营商品,袋,65g*15,9.5,1.0,1,9.5,1,0.0,0.0942,0.0,0.1176,低价带,0.1823,4931
DW-2211012200,休闲,进口食品,进口休闲食品,221101,联营商品,杯,220g,21.6,2.0,2,10.8,2,0.0,0.0863,0.0,0.3088,低价带,0.2174,3446
DW-2211012201,休闲,进口食品,进口休闲食品,221101,联营商品,杯,220g,10.8,1.0,1,10.8,1,0.0,0.0942,0.0,0.3088,低价带,0.1866,4758
DW-2211012202,休闲,进口食品,进口休闲食品,221101,联营商品,杯,220g,21.6,2.0,2,10.8,2,0.0,0.0863,0.0,0.3088,低价带,0.2174,3446
DW-2211012227,休闲,进口食品,进口休闲食品,221101,联营商品,罐,120g,15.0,1.0,1,15.0,1,0.0,0.0942,0.0,0.8088,高价带,0.1981,4253
DW-2211012230,休闲,进口食品,进口休闲食品,221101,联营商品,罐,120g,15.0,1.0,1,15.0,1,0.0,0.0942,0.0,0.8088,高价带,0.1981,4253
DW-2211012260,休闲,进口食品,进口休闲食品,221101,联营商品,袋,150g,11.0,1.0,1,11.0,1,0.0,0.0942,0.0,0.3824,中价带,0.1872,4718
DW-2211012339,休闲,进口食品,进口休闲食品,221101,联营商品,袋,125g,21.6,2.0,2,10.8,2,0.0,0.0863,0.0,0.3088,低价带,0.2174,3446
DW-2211012340,休闲,进口食品,进口休闲食品,221101,联营商品,盒,100g,13.6,1.0,1,13.6,1,0.0,0.0942,0.0,0.5882,中价带,0.1946,4428
DW-2212010093,休闲,无糖食品,无糖粮油食品,221201,一般商品,盒,320g*12,83.0,2.0,2,45.0,2,0.0,0.0863,0.5,0.75,高价带,0.2701,1860
DW-2212010107,休闲,无糖食品,无糖粮油食品,221201,一般商品,袋,450g,39.8,1.0,1,39.8,1,0.0,0.0942,0.0,0.625,中价带,0.2349,2802
DW-2212010113,休闲,无糖食品,无糖粮油食品,221201,一般商品,袋,500g,20.0,1.0,1,20.0,1,0.0,0.0942,0.0,0.25,低价带,0.2087,3785
DW-2212010117,休闲,无糖食品,无糖粮油食品,221201,一般商品,袋,20*30g,64.0,2.0,2,32.0,2,0.0,0.0863,0.0,0.5,中价带,0.2599,2093
DW-2212010120,休闲,无糖食品,无糖粮油食品,221201,一般商品,盒,600g,54.0,2.0,2,27.0,2,0.0,0.0863,0.0,0.375,中价带,0.2532,2259
DW-2212010125,休闲,无糖食品,无糖粮油食品,221201,一般商品,盒,1.2kg,127.0,2.0,2,68.0,2,0.0,0.0863,0.5,0.875,高价带,0.2867,1565
DW-2212010126,休闲,无糖食品,无糖粮油食品,221201,一般商品,盒,250g,19.0,1.0,1,19.0,1,0.0,0.0942,0.0,0.125,低价带,0.2068,3880
DW-2212010135,休闲,无糖食品,无糖粮油食品,221201,一般商品,瓶,200ml,384.0,3.0,2,128.0,2,0.0,0.0863,0.0,1.0,高价带,0.3319,876
DW-2212020219,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,380g,25.8,2.0,2,12.9,2,0.0,0.0863,0.0,0.2143,低价带,0.2242,3154
DW-2212020284,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1000g,76.0,2.0,2,38.0,2,0.0,0.0863,0.0,0.8661,高价带,0.2666,1917
DW-2212020294,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1000g,25.6,1.0,1,25.6,1,0.0,0.0942,0.0,0.6964,高价带,0.2179,3409
DW-2212020297,休闲,无糖食品,无糖休闲食品,221202,一般商品,包,500g,51.8,2.0,2,25.9,2,0.0,0.0863,0.0,0.7321,高价带,0.2515,2292
DW-2212020300,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,248g,16.9,1.0,1,16.9,1,0.0,0.0942,0.0,0.2946,低价带,0.2024,4081
DW-2212020301,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,420g,23.0,1.0,1,23.0,1,0.0,0.0942,0.0,0.5446,中价带,0.2139,3604
DW-2212020303,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,240g,16.9,1.0,1,16.9,1,0.0,0.0942,0.0,0.2946,低价带,0.2024,4081
DW-2212020306,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,420g,92.0,4.0,4,23.0,4,0.0,0.074,0.0,0.5446,中价带,0.2878,1538
DW-2212020309,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,660g,150.0,3.0,3,58.0,3,0.0,0.0797,0.6667,0.9554,高价带,0.3,1372
DW-2212020313,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,308g,49.2,2.0,2,24.6,2,0.0,0.0863,0.0,0.625,中价带,0.2495,2345
DW-2212020318,休闲,无糖食品,无糖休闲食品,221202,一般商品,包,225g,8.4,2.0,2,4.2,2,0.0,0.0863,0.0,0.0268,低价带,0.1834,4903
DW-2212020319,休闲,无糖食品,无糖休闲食品,221202,一般商品,包,225g,16.8,4.0,4,4.2,4,0.0,0.074,0.0,0.0268,低价带,0.2235,3205
DW-2212020336,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,800g,28.0,1.0,1,28.0,1,0.0,0.0942,0.0,0.7589,高价带,0.2213,3284
DW-2212020337,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1000g,38.0,1.0,1,38.0,1,0.0,0.0942,0.0,0.8661,高价带,0.2331,2861
DW-2212020338,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1000g,190.0,5.0,5,38.0,5,0.0,0.0691,0.0,0.8661,高价带,0.321,1027
DW-2212020339,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1000g,76.0,2.0,2,38.0,2,0.0,0.0863,0.0,0.8661,高价带,0.2666,1917
DW-2212020340,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,250g,40.0,2.0,2,20.0,2,0.0,0.0863,0.0,0.4107,中价带,0.2413,2552
DW-2212020341,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,800g,39.9,1.0,1,58.0,1,0.0,0.0942,1.0,0.9554,高价带,0.235,2788
DW-2212020343,休闲,无糖食品,无糖休闲食品,221202,一般商品,桶,608g,61.0,2.0,2,30.5,2,0.0,0.0863,0.0,0.7857,高价带,0.258,2124
DW-2212020344,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,580g,19.6,1.0,1,19.6,1,0.0,0.0942,0.0,0.375,中价带,0.2079,3847
DW-2212020345,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,380g,15.2,1.0,1,15.2,1,0.0,0.0942,0.0,0.2679,低价带,0.1986,4228
DW-2212020350,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,458g,46.0,2.0,2,23.0,2,0.0,0.0863,0.0,0.5446,中价带,0.2468,2402
DW-2212020351,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,728g,78.0,1.0,1,78.0,1,0.0,0.0942,0.0,0.9821,高价带,0.2609,2070
DW-2212020355,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,800g,40.0,2.0,2,20.0,2,0.0,0.0863,0.0,0.4107,中价带,0.2413,2552
DW-2212020362,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,255g,13.0,1.0,1,13.0,1,0.0,0.0942,0.0,0.2321,低价带,0.193,4488
DW-2212020363,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,420g,20.0,1.0,1,20.0,1,0.0,0.0942,0.0,0.4107,中价带,0.2087,3785
DW-2212020365,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1*12听,123.0,3.0,3,41.0,3,0.0,0.0797,0.0,0.9107,高价带,0.2924,1468
DW-2212020371,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,400g,31.0,1.0,1,31.0,1,0.0,0.0942,0.0,0.8036,高价带,0.2252,3118
DW-2212020372,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,210g,15.0,1.0,1,15.0,1,0.0,0.0942,0.0,0.25,低价带,0.1981,4253
DW-2212020377,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,160g,47.2,4.0,4,11.8,4,0.0,0.074,0.0,0.1429,低价带,0.2621,2038
DW-2212020378,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,160g,11.8,1.0,1,11.8,1,0.0,0.0942,0.0,0.1429,低价带,0.1896,4643
DW-2212020379,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,160g,47.2,4.0,4,11.8,4,0.0,0.074,0.0,0.1429,低价带,0.2621,2038
DW-2212020380,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,160g,11.8,1.0,1,11.8,1,0.0,0.0942,0.0,0.1429,低价带,0.1896,4643
DW-2212020381,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,160g,11.8,1.0,1,11.8,1,0.0,0.0942,0.0,0.1429,低价带,0.1896,4643
DW-2212020398,休闲,无糖食品,无糖休闲食品,221202,一般商品,瓶,580ml,5.0,1.0,1,5.0,1,0.0,0.0942,0.0,0.0714,低价带,0.1627,5645
DW-2212020399,休闲,无糖食品,无糖休闲食品,221202,一般商品,瓶,580ml,5.0,1.0,1,5.0,1,0.0,0.0942,0.0,0.0714,低价带,0.1627,5645
DW-2212020400,休闲,无糖食品,无糖休闲食品,221202,一般商品,瓶,630g,18.0,1.0,1,18.0,1,0.0,0.0942,0.0,0.3482,中价带,0.2048,3974
DW-2212020406,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,408g,36.0,3.0,3,12.0,3,0.0,0.0797,0.0,0.1964,低价带,0.2445,2475
DW-2212020413,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,200g,21.0,1.0,1,21.0,1,0.0,0.0942,0.0,0.4643,中价带,0.2105,3703
DW-2212020416,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,276g,77.4,3.0,3,25.8,3,0.0,0.0797,0.0,0.7143,高价带,0.2744,1772
DW-2212020424,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,500g,56.0,2.0,2,28.0,2,0.0,0.0863,0.0,0.7589,高价带,0.2546,2223
DW-2212020426,休闲,无糖食品,无糖休闲食品,221202,一般商品,瓶,500ml,5.0,1.0,1,5.0,1,0.0,0.0942,0.0,0.0714,低价带,0.1627,5645
DW-2212020433,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,300g,42.0,2.0,2,21.0,2,0.0,0.0863,0.0,0.4643,中价带,0.2432,2497
DW-2212020434,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,300g,105.0,5.0,5,21.0,5,0.0,0.0691,0.0,0.4643,中价带,0.299,1386
DW-2212020442,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1250g,48.0,1.0,1,48.0,1,0.0,0.0942,0.0,0.9286,高价带,0.2421,2524
DW-2212020443,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1000g,348.0,3.0,3,116.0,3,0.0,0.0797,0.0,1.0,高价带,0.3313,885
DW-2212020447,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1kg,75.0,3.0,3,25.0,3,0.0,0.0797,0.0,0.6607,中价带,0.2732,1798
DW-2212020449,休闲,无糖食品,无糖休闲食品,221202,一般商品,盒,1kg,125.0,5.0,5,25.0,5,0.0,0.0691,0.0,0.6607,中价带,0.3055,1281
DW-2212020451,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,680g,25.0,1.0,1,25.0,1,0.0,0.0942,0.0,0.6607,中价带,0.217,3460
DW-2212020452,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,612g,23.0,1.0,1,23.0,1,0.0,0.0942,0.0,0.5446,中价带,0.2139,3604
DW-2212020453,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,680g,23.0,1.0,1,23.0,1,0.0,0.0942,0.0,0.5446,中价带,0.2139,3604
DW-2212020456,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,612g,46.0,2.0,2,23.0,2,0.0,0.0863,0.0,0.5446,中价带,0.2468,2402
DW-2212020457,休闲,无糖食品,无糖休闲食品,221202,一般商品,袋,520g,34.0,2.0,2,17.0,2,0.0,0.0863,0.0,0.3214,低价带,0.2349,2798
DW-2212020461,休闲,无糖食品,无糖休闲食品,221202,一般商品,千克,散称,163.8,9.1,22,18.0,20,0.1,0.1012,0.0,0.3482,中价带,0.3985,396
DW-2212020462,休闲,无糖食品,无糖休闲食品,221202,一般商品,千克,散称,286.3,11.934,34,24.0,25,0.2,0.1725,0.0,0.6071,中价带,0.4932,160
DW-2212020463,休闲,无糖食品,无糖休闲食品,221202,一般商品,千克,0,56.53,1.664,7,34.0,7,0.0,0.0609,0.0,0.8214,高价带,0.268,1899
DW-2301010007,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,2.5L,45.7,7.0,7,6.9,7,0.0,0.0609,0.2857,0.8,高价带,0.2799,1680
DW-2301010012,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,1.25L,29.4,6.0,6,4.9,5,0.2,0.1357,0.0,0.7333,高价带,0.3128,1139
DW-2301010016,酒饮,碳酸饮料,可乐型,230101,一般商品,听,330ml,14.0,7.0,2,2.0,2,0.0,0.0863,0.0,0.1,低价带,0.223,3229
DW-2301010017,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,600ml,42.0,15.0,15,2.8,12,0.1667,0.138,0.0,0.3333,低价带,0.3761,508
DW-2301010018,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,2.5L,39.2,6.0,6,6.9,6,0.0,0.0647,0.3333,0.8667,高价带,0.2683,1895
DW-2301010021,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,500ml,21.0,7.0,5,3.0,4,0.25,0.1454,0.0,0.5,中价带,0.309,1198
DW-2301010022,酒饮,碳酸饮料,可乐型,230101,一般商品,组,2.5L*2,62.4,6.0,6,10.9,6,0.0,0.0647,0.5,0.9333,高价带,0.2854,1586
DW-2301010024,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,500ml,27.0,9.0,7,3.0,3,1.0,0.3105,0.0,0.5,中价带,0.4752,184
DW-2301010029,酒饮,碳酸饮料,可乐型,230101,一般商品,组,330ml*6,14.3,1.0,1,14.3,1,0.0,0.0942,0.0,1.0,高价带,0.1964,4332
DW-2301010030,酒饮,碳酸饮料,可乐型,230101,一般商品,听,330ml,15.0,6.0,1,2.5,1,0.0,0.0942,0.0,0.2333,低价带,0.2216,3273
DW-2301010031,酒饮,碳酸饮料,可乐型,230101,一般商品,听,330ml,2.5,1.0,1,2.5,1,0.0,0.0942,0.0,0.2333,低价带,0.1466,6029
DW-2301010035,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,500ml,39.0,13.0,13,3.0,9,0.2222,0.1598,0.0,0.5,中价带,0.3808,477
DW-2301010036,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,300ml,14.0,7.0,7,2.0,7,0.0,0.0609,0.0,0.1,低价带,0.2395,2629
DW-2301010037,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,500ml,2.0,1.0,1,3.0,1,0.0,0.0942,1.0,0.5,中价带,0.1427,6071
DW-2301010042,酒饮,碳酸饮料,可乐型,230101,一般商品,瓶,888ml,4.0,1.0,1,4.0,1,0.0,0.0942,0.0,0.6667,中价带,0.1569,5801
DW-2301020008,酒饮,碳酸饮料,原味型,230102,一般商品,组,330ml*6,47.6,4.0,1,11.9,1,0.0,0.0942,0.0,1.0,高价带,0.2555,2206
DW-2301020009,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,1.25L,34.3,7.0,7,4.9,7,0.0,0.0609,0.0,0.8,高价带,0.2696,1866
DW-2301020010,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,2.5L,78.4,12.0,12,6.9,11,0.0909,0.0969,0.3333,0.9,高价带,0.3516,675
DW-2301020011,酒饮,碳酸饮料,原味型,230102,一般商品,听,330ml,16.0,8.0,3,2.0,3,0.0,0.0797,0.0,0.1,低价带,0.2329,2881
DW-2301020013,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,600ml,33.6,12.0,12,2.8,10,0.2,0.1518,0.0,0.4,中价带,0.3709,548
DW-2301020016,酒饮,碳酸饮料,原味型,230102,一般商品,听,330ml,2.5,1.0,1,2.5,1,0.0,0.0942,0.0,0.25,低价带,0.1466,6029
DW-2301020019,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,500ml,2.8,1.0,1,2.8,1,0.0,0.0942,0.0,0.55,中价带,0.1489,5993
DW-2301020021,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,500ml,2.8,1.0,1,2.8,1,0.0,0.0942,0.0,0.55,中价带,0.1489,5993
DW-2301020022,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,888ml,12.0,3.0,3,4.0,3,0.0,0.0797,0.0,0.7,高价带,0.2035,4022
DW-2301020028,酒饮,碳酸饮料,原味型,230102,一般商品,瓶,550ml,2.5,1.0,1,2.5,1,0.0,0.0942,0.0,0.25,低价带,0.1466,6029
DW-2301030022,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,18.0,6.0,6,3.0,6,0.0,0.0647,0.0,0.55,中价带,0.2408,2577
DW-2301030023,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,3.0,1.0,1,3.0,1,0.0,0.0942,0.0,0.55,中价带,0.1503,5960
DW-2301030024,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,2.5L,41.4,6.0,6,6.9,3,0.3333,0.1566,0.0,1.0,高价带,0.3313,884
DW-2301030026,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,8.7,3.0,3,2.9,3,0.0,0.0797,0.0,0.25,低价带,0.1927,4534
DW-2301030027,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,2.5L,6.9,1.0,1,6.9,1,0.0,0.0942,0.0,0.95,高价带,0.1721,5354
DW-2301030038,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,12.0,4.0,4,3.0,4,0.0,0.074,0.0,0.55,中价带,0.2118,3667
DW-2301030045,酒饮,碳酸饮料,果味型,230103,一般商品,听,330ml,2.5,1.0,1,2.5,1,0.0,0.0942,0.0,0.2,低价带,0.1466,6029
DW-2301030046,酒饮,碳酸饮料,果味型,230103,一般商品,听,330ml,9.2,4.0,4,2.3,3,0.3333,0.1566,0.0,0.15,低价带,0.2831,1624
DW-2301030055,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,500ml,6.0,2.0,2,3.0,2,0.0,0.0863,0.0,0.55,中价带,0.1729,5306
DW-2301030056,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,500ml,6.0,2.0,2,3.0,2,0.0,0.0863,0.0,0.55,中价带,0.1729,5306
DW-2301030057,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,500ml,6.0,2.0,2,3.0,2,0.0,0.0863,0.0,0.55,中价带,0.1729,5306
DW-2301030058,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,500ml,3.0,1.0,1,3.0,1,0.0,0.0942,0.0,0.55,中价带,0.1503,5960
DW-2301030059,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,450ml,6.6,2.0,2,3.3,2,0.0,0.0863,0.0,0.85,高价带,0.1758,5230
DW-2301030062,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,300ml,8.0,4.0,4,2.0,4,0.0,0.074,0.0,0.075,低价带,0.1987,4227
DW-2301030064,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,6.0,2.0,2,3.0,2,0.0,0.0863,0.0,0.55,中价带,0.1729,5306
DW-2301030067,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,319ml,2.0,1.0,1,2.0,1,0.0,0.0942,0.0,0.075,低价带,0.1427,6071
DW-2301030069,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,500ml,14.0,4.0,4,3.5,4,0.0,0.074,0.0,0.9,高价带,0.2171,3452
DW-2301030070,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,330ml,3.0,1.0,1,3.0,1,0.0,0.0942,0.0,0.55,中价带,0.1503,5960
DW-2301030071,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,3.0,1.0,1,3.0,1,0.0,0.0942,0.0,0.55,中价带,0.1503,5960
DW-2301030072,酒饮,碳酸饮料,果味型,230103,一般商品,瓶,600ml,6.0,2.0,2,3.0,2,0.0,0.0863,0.0,0.55,中价带,0.1729,5306
DW-2301990017,酒饮,碳酸饮料,苏打盐汽水,230199,一般商品,组,1.25L*2,11.9,1.0,1,11.9,1,0.0,0.0942,0.0,0.8333,高价带,0.1899,4624
DW-2301990018,酒饮,碳酸饮料,苏打盐汽水,230199,一般商品,组,1.25L*2,69.4,6.0,6,11.9,6,0.0,0.0647,0.1667,0.8333,高价带,0.2894,1518
DW-2301990019,酒饮,碳酸饮料,苏打盐汽水,230199,一般商品,瓶,300ml,10.0,5.0,5,2.0,5,0.0,0.0691,0.0,0.3333,低价带,0.2141,3564
DW-2302010001,酒饮,纯果汁,纯柳橙汁,230201,一般商品,盒,1L,192.0,16.0,14,12.3,11,0.1818,0.1446,0.8571,1.0,高价带,0.427,272
DW-2302010006,酒饮,纯果汁,纯柳橙汁,230201,一般商品,瓶,255ml,9.4,2.0,2,4.7,2,0.0,0.0863,0.0,0.6667,中价带,0.1872,4725
