user_id,R_最近购买间隔,F_购买频次,M_消费金额,记录数,客单价,平均件单价,占比_蔬果,占比_休闲,占比_粮油,占比_日配,占比_洗化,占比_酒饮,占比_肉禽,占比_熟食,类目熵,小类购买数,生鲜占比,促销金额占比,促销频次占比,促销敏感度,低价带占比,高价带占比,偏好价格分位,退货率,复购紧迫度均值,平均复购周期
1132,92,1,50.1,1,50.1,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.9737,0.0,0.0,26.0
1133,3,21,1134.25,115,54.0119,9.294,0.2043,0.3272,0.0944,0.2547,0.0701,0.0109,0.0205,0.0046,3.835,68,0.2248,0.3034,0.1826,0.248,0.1343,0.5546,0.674,0.0,5.102,24.3095
1134,92,1,23.6,9,23.6,1.1238,0.0,0.322,0.1695,0.0,0.0,0.5085,0.0,0.0,1.3225,5,0.0,0.0,0.0,0.0,1.0,0.0,0.1277,0.0,0.0,26.0
1135,74,2,165.26,19,82.63,15.6793,0.0068,0.6463,0.06,0.0799,0.2069,0.0,0.0,0.0,2.3025,14,0.0068,0.1697,0.1579,0.1643,0.0068,0.8056,0.8322,0.0,4.1111,18.0
1136,7,6,226.62,22,37.77,11.4791,0.4555,0.4457,0.0988,0.0,0.0,0.0,0.0,0.0,2.3321,15,0.4555,0.0154,0.0455,0.0292,0.1071,0.4932,0.6599,0.0,36.0,2.0
1137,68,2,143.6,11,71.8,6.5273,0.0,0.6386,0.0,0.3614,0.0,0.0,0.0,0.0,1.8362,10,0.0,0.3823,0.1818,0.2903,0.0487,0.6316,0.6576,0.0,0.0,26.0
1138,40,2,27.49,5,13.745,9.2934,0.6981,0.3019,0.0,0.0,0.0,0.0,0.0,0.0,1.318,5,0.6981,0.0873,0.2,0.139,0.0,0.2954,0.5574,0.0,0.0,26.0
1139,23,6,263.35,34,43.8917,11.9961,0.1361,0.5714,0.0805,0.1178,0.0,0.0942,0.0,0.0,2.4861,20,0.1361,0.1055,0.2353,0.1651,0.0441,0.7618,0.8197,0.0,1.4791,38.0926
1140,43,3,280.44,11,93.48,21.679,0.0392,0.0861,0.0,0.0,0.0353,0.0,0.8394,0.0,1.5804,9,0.8786,0.1028,0.2727,0.1808,0.3964,0.5106,0.5719,0.0,1.7551,24.5
1141,92,1,18.7,2,18.7,14.3846,0.2888,0.0,0.0,0.7112,0.0,0.0,0.0,0.0,0.601,2,0.2888,0.0,0.0,0.0,0.7112,0.2888,0.3285,0.0,0.0,26.0
1142,92,1,17.68,4,17.68,11.3771,0.7777,0.0,0.0,0.2223,0.0,0.0,0.0,0.0,0.9213,3,0.7777,0.0,0.0,0.0,0.2223,0.2958,0.5781,0.0,0.0,26.0
1143,92,1,14.1,2,14.1,7.9841,0.1418,0.0,0.8582,0.0,0.0,0.0,0.0,0.0,0.4083,2,0.1418,0.0,0.0,0.0,0.0,0.8582,0.8206,0.0,0.0,26.0
1144,10,2,53.1,4,26.55,13.275,0.0,0.0,0.2768,0.0,0.6384,0.0,0.0,0.0,0.986,4,0.0,0.0,0.0,0.0,0.0,0.9153,0.935,0.0,0.0,26.0
1145,92,1,38.54,3,38.54,4.2352,0.0,0.6056,0.0,0.0,0.0,0.3944,0.0,0.0,1.0038,3,0.0,0.5392,0.6667,0.5977,0.3944,0.1448,0.4525,0.0,0.0,26.0
1146,15,2,50.54,8,25.27,9.7043,0.1911,0.0732,0.0,0.1563,0.0,0.0,0.5793,0.0,1.6349,8,0.7705,0.1563,0.125,0.1419,0.2446,0.6597,0.697,0.0,0.0,26.0
1147,92,1,52.4,3,52.4,11.9471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689,2,1.0,0.0,0.0,0.0,0.0,0.7032,0.6474,0.0,0.0,26.0
1148,92,1,16.43,2,16.43,11.4735,0.0,0.0,0.0,0.378,0.0,0.0,0.622,0.0,0.6631,2,0.622,0.0,0.0,0.0,1.0,0.0,0.0967,0.0,0.0,26.0
1149,92,1,16.19,5,16.19,4.6218,0.6658,0.3342,0.0,0.0,0.0,0.0,0.0,0.0,1.251,4,0.6658,0.0,0.0,0.0,0.1674,0.4262,0.602,0.0,0.0,26.0
1150,89,2,187.88,9,93.94,8.6685,0.0882,0.1565,0.0,0.2124,0.0,0.0,0.5429,0.0,1.5552,7,0.6311,0.2124,0.1111,0.1659,0.0087,0.5775,0.7088,0.0,0.0,26.0
1151,92,1,32.74,4,32.74,10.9061,0.0892,0.2749,0.0,0.0,0.0,0.0,0.6359,0.0,0.9174,4,0.7251,0.0,0.0,0.0,0.0153,0.8955,0.8515,0.0,0.0,26.0
1152,92,1,77.07,5,77.07,19.2386,0.0597,0.1185,0.0506,0.0,0.0,0.0,0.7712,0.0,0.8131,5,0.8309,0.1691,0.4,0.2751,0.0,0.9403,0.8711,0.0,0.0,26.0
1153,6,9,342.22,28,38.0244,12.2187,0.0912,0.1581,0.3033,0.1285,0.0205,0.0652,0.1612,0.0122,2.6498,21,0.3245,0.3714,0.1786,0.2829,0.369,0.3973,0.5434,0.0,3.3827,30.75
1154,92,1,29.97,2,29.97,107.8058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6927,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0
1155,18,3,131.12,14,43.7067,11.7681,0.195,0.1525,0.1617,0.0,0.2799,0.0,0.074,0.0,2.3419,13,0.3296,0.2456,0.3571,0.2968,0.0879,0.552,0.6419,0.0,0.0,26.0
1156,92,1,46.5,6,46.5,7.75,0.0,0.4925,0.3677,0.0,0.0,0.1398,0.0,0.0,1.5433,6,0.0,0.0,0.0,0.0,0.1548,0.5462,0.7091,0.0,0.0,26.0
1157,92,1,56.0,1,56.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.55,0.0,0.0,26.0
1158,6,6,43.88,14,7.3133,4.1994,0.3826,0.098,0.0,0.2028,0.0,0.0,0.0,0.3165,1.5764,6,0.6992,0.2028,0.0714,0.1425,0.2828,0.6591,0.7001,0.0,0.3529,17.0
1159,92,1,33.9,1,33.9,2.1188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.0,26.0
1160,91,1,28.01,6,28.01,3.9451,0.0714,0.0,0.9286,0.0,0.0,0.0,0.0,0.0,1.435,6,0.0714,0.0,0.0,0.0,0.4145,0.5855,0.4891,0.0,0.0,26.0
1161,47,2,278.1,13,139.05,7.3751,0.2916,0.2362,0.0,0.3876,0.0845,0.0,0.0,0.0,1.6403,7,0.2916,0.676,0.4615,0.5776,0.3853,0.2103,0.4159,0.0,1.0682,44.0
1162,91,1,29.5,4,29.5,4.2143,0.0,0.3593,0.0,0.6407,0.0,0.0,0.0,0.0,1.0895,3,0.0,0.3695,0.25,0.3146,0.6305,0.3695,0.4337,0.0,0.0,26.0
1163,76,2,159.02,13,79.51,7.001,0.007,0.3075,0.3955,0.0704,0.0748,0.1446,0.0,0.0,2.0604,13,0.007,0.6616,0.3077,0.4991,0.2704,0.6364,0.5994,0.0,0.0,26.0
1164,15,8,285.57,35,35.6962,9.8772,0.1693,0.1128,0.1961,0.2738,0.0203,0.1187,0.0986,0.0104,2.5392,22,0.2783,0.0203,0.0286,0.0241,0.1313,0.5081,0.6276,0.0,0.7934,35.3333
1165,91,1,18.72,4,18.72,9.332,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.03,3,1.0,0.0,0.0,0.0,0.1624,0.7009,0.6699,0.0,0.0,26.0
1166,91,1,38.88,5,38.88,6.1519,0.1487,0.3935,0.4578,0.0,0.0,0.0,0.0,0.0,1.356,5,0.1487,0.0,0.0,0.0,0.4578,0.0,0.3261,0.0,0.0,26.0
1167,3,3,150.1,14,50.0333,10.0067,0.0,0.4937,0.0,0.473,0.0,0.0333,0.0,0.0,1.7633,8,0.0,0.4744,0.2143,0.355,0.0826,0.6456,0.6617,0.0,0.2257,44.0
1168,87,2,31.44,8,15.72,4.4108,0.4561,0.0,0.0,0.0,0.0,0.4071,0.0,0.0,1.8636,7,0.4561,0.0,0.0,0.0,0.5426,0.2729,0.3984,0.0,0.0,26.0
1169,91,1,124.0,2,124.0,62.0,0.0,0.0,0.0,0.5242,0.0,0.0,0.0,0.0,0.692,2,0.0,0.0,0.0,0.0,0.0,0.5242,0.5696,0.0,0.0,26.0
1170,0,8,582.82,67,72.8525,8.2036,0.0853,0.3543,0.0432,0.2569,0.1458,0.0,0.0167,0.0,3.2235,38,0.1019,0.2169,0.194,0.2064,0.2817,0.5536,0.6336,0.0,4.7683,38.2462
1171,44,4,87.96,11,21.99,5.8067,0.1235,0.2046,0.2035,0.2865,0.0,0.0,0.0,0.0455,1.8761,8,0.1689,0.2262,0.0909,0.1641,0.1895,0.7481,0.7135,0.0,1.0,44.0
1172,0,3,30.58,10,10.1933,3.1103,0.1236,0.1275,0.3859,0.291,0.0,0.0,0.0,0.0719,2.0491,9,0.1236,0.291,0.1,0.2034,0.1177,0.4545,0.6092,0.0,0.0,26.0
1173,17,4,136.59,17,34.1475,7.9807,0.16,0.0449,0.18,0.1356,0.131,0.0,0.0,0.0,2.301,15,0.16,0.1062,0.1765,0.1384,0.1688,0.4973,0.5474,0.0,0.2297,74.0
1174,7,4,109.8,17,27.45,5.49,0.0,0.5018,0.1339,0.061,0.0,0.3033,0.0,0.0,2.5407,14,0.0,0.0811,0.0588,0.0709,0.2404,0.286,0.4914,0.0,1.1667,6.0
1175,91,1,16.8,2,16.8,8.4,0.0,0.0,0.2917,0.0,0.7083,0.0,0.0,0.0,0.6036,2,0.0,0.7083,0.5,0.6127,1.0,0.0,0.2899,0.0,0.0,26.0
1176,12,4,143.13,22,35.7825,9.3372,0.3637,0.2294,0.0314,0.0437,0.2222,0.0,0.1026,0.007,2.389,18,0.4733,0.3066,0.2273,0.2702,0.2621,0.4722,0.6173,0.0,29.3333,3.0
1177,47,9,13597.06,30,1510.7844,141.6242,0.0035,0.0005,0.0221,0.002,0.0012,0.962,0.0013,0.0,0.8538,22,0.0049,0.269,0.2,0.2373,0.0069,0.9914,0.9042,0.0,10.7333,11.0
1178,39,4,59.1,8,14.775,7.8863,0.0829,0.0,0.0,0.2572,0.2132,0.3638,0.0,0.0,2.0279,8,0.0829,0.0,0.0,0.0,0.2775,0.313,0.5347,0.0,0.0,26.0
1179,91,1,10.5,1,10.5,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.8125,0.0,0.0,26.0
1180,91,1,35.5,3,35.5,11.8333,0.0,0.5606,0.2507,0.0,0.1887,0.0,0.0,0.0,0.986,3,0.0,0.2507,0.3333,0.2886,0.0,0.8113,0.7969,0.0,0.0,26.0
1181,45,2,37.01,3,18.505,16.7164,0.4623,0.0,0.5377,0.0,0.0,0.0,0.0,0.0,0.9515,3,0.4623,0.0,0.0,0.0,0.0,0.8833,0.8586,0.0,0.0,26.0
1182,91,1,6.7,1,6.7,6.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5192,0.0,0.0,26.0
1183,90,1,8.3,2,8.3,10.6138,0.0,0.5904,0.0,0.4096,0.0,0.0,0.0,0.0,0.6767,2,0.0,0.5904,0.5,0.5489,0.4096,0.5904,0.6108,0.0,0.0,26.0
1184,90,1,82.58,8,82.58,10.1189,0.9213,0.0,0.0787,0.0,0.0,0.0,0.0,0.0,1.5312,7,0.9213,0.0,0.0,0.0,0.1274,0.3156,0.5091,0.0,0.0,26.0
1185,27,10,370.6,41,37.06,7.314,0.0,0.7531,0.0,0.0372,0.0,0.1854,0.0,0.0,2.8037,28,0.0,0.116,0.1707,0.1411,0.0904,0.4185,0.5995,0.0,2.0404,21.125
1186,90,1,29.53,6,29.53,7.1294,0.4345,0.0,0.0,0.3319,0.2337,0.0,0.0,0.0,1.5244,6,0.4345,0.3319,0.1667,0.256,0.2946,0.3319,0.451,0.0,0.0,26.0
1187,8,6,823.22,55,137.2033,10.8276,0.172,0.3026,0.1554,0.1099,0.2421,0.0107,0.0,0.0,3.2209,38,0.172,0.2836,0.2364,0.2619,0.2431,0.446,0.6146,0.0,0.4937,49.4167
1188,34,4,179.01,19,44.7525,7.6396,0.1866,0.2011,0.0553,0.1609,0.1017,0.0665,0.0,0.0,2.5937,16,0.1866,0.2581,0.2632,0.2604,0.129,0.4623,0.6457,0.0,1.1786,35.0
1189,90,1,10.9,1,10.9,10.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.8333,0.0,0.0,26.0
1190,37,5,125.34,27,25.068,8.4347,0.334,0.162,0.071,0.2138,0.0,0.0,0.0941,0.1251,2.481,15,0.5532,0.0,0.0,0.0,0.1612,0.6458,0.7067,0.0,1.59,28.2917
1191,90,1,12.6,3,12.6,4.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6054,2,0.0,1.0,1.0,1.0,0.2937,0.7063,0.6634,0.0,0.0,26.0
1192,84,3,155.55,9,51.85,7.2107,0.0046,0.0,0.6158,0.2179,0.0,0.0,0.0,0.0,1.4565,9,0.1662,0.7547,0.3333,0.5613,0.0194,0.8546,0.8685,0.0,0.0,26.0
1193,90,1,21.46,1,21.46,19.797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,26.0
1194,90,1,45.2,4,45.2,8.9861,0.2677,0.0,0.4381,0.2942,0.0,0.0,0.0,0.0,1.3516,4,0.2677,0.1438,0.25,0.1925,0.1438,0.5885,0.6992,0.0,0.0,26.0
1195,90,1,5.6,2,5.6,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6771,2,0.0,0.0,0.0,0.0,0.0,0.4107,0.7106,0.0,0.0,26.0
1196,0,9,452.91,25,50.3233,10.9088,0.0986,0.1036,0.0,0.2093,0.0,0.5432,0.0047,0.0,1.8431,19,0.1034,0.7156,0.24,0.4973,0.2687,0.6467,0.6994,0.0,2.4762,20.3333
1197,87,2,22.74,4,11.37,10.7977,0.226,0.0,0.3474,0.0,0.0,0.0,0.0,0.4266,1.3117,4,0.6526,0.0,0.0,0.0,0.0,0.6526,0.7541,0.0,0.0,26.0
1198,0,3,168.96,14,56.32,17.6,0.1091,0.7163,0.0,0.0,0.0,0.0,0.0,0.0,1.4971,7,0.1091,0.0,0.0,0.0,0.0857,0.9022,0.8662,0.0,0.6481,54.0
1199,23,2,189.72,29,94.86,5.2208,0.2316,0.2804,0.0248,0.0,0.078,0.3321,0.0,0.0531,2.6375,19,0.2847,0.078,0.069,0.0739,0.4869,0.2693,0.4354,0.0,0.3485,66.0
1200,49,4,180.61,31,45.1525,7.5085,0.17,0.3948,0.1135,0.093,0.2287,0.0,0.0,0.0,2.969,25,0.17,0.1612,0.1613,0.1612,0.1462,0.3367,0.5716,0.0,4.2353,17.0
1201,49,4,120.17,14,30.0425,9.2367,0.0921,0.1881,0.3778,0.1789,0.0,0.1631,0.0,0.0,2.2542,12,0.0921,0.0,0.0,0.0,0.1806,0.6904,0.696,0.0,1.225,40.0
1202,61,2,245.56,20,122.78,8.4073,0.0,0.2938,0.0768,0.4125,0.0,0.0558,0.0,0.1163,2.5564,17,0.0,0.3706,0.2,0.2923,0.143,0.6257,0.724,0.0,2.1786,28.0
1203,89,1,218.6,6,218.6,5.3317,0.0,0.0,0.1757,0.269,0.0,0.0,0.0,0.0,1.7336,6,0.0,0.4154,0.3333,0.3777,0.645,0.1464,0.3006,0.0,0.0,26.0
1204,25,4,452.22,54,113.055,9.2482,0.1791,0.4538,0.1864,0.1806,0.0,0.0,0.0,0.0,3.3017,35,0.1791,0.0933,0.1111,0.1015,0.1277,0.4386,0.616,0.0,0.717,40.9286
1205,39,5,229.23,14,45.846,6.0823,0.1837,0.0388,0.0205,0.3808,0.0,0.0554,0.069,0.0,2.1925,14,0.2527,0.2395,0.0714,0.1624,0.6147,0.1423,0.3492,0.0,0.0,26.0
1206,89,1,66.6,11,66.6,6.0545,0.0,0.0,0.6997,0.0,0.0,0.0,0.0,0.0,2.1575,9,0.0,0.0,0.0,0.0,0.515,0.1937,0.4313,0.0,0.0,26.0
1207,89,1,31.14,5,31.14,4.9001,0.1602,0.0,0.8398,0.0,0.0,0.0,0.0,0.0,1.0981,5,0.1602,0.0,0.0,0.0,0.0475,0.8398,0.6359,0.0,0.0,26.0
1208,89,1,3.9,1,3.9,3.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.2273,0.0,0.0,26.0
1209,53,3,85.36,14,28.4533,6.3066,0.7269,0.0774,0.0152,0.1804,0.0,0.0,0.0,0.0,1.9603,10,0.7269,0.2578,0.2857,0.2706,0.3607,0.456,0.5998,0.0,3.5124,18.0
1210,89,1,201.78,8,201.78,27.0628,0.0355,0.0,0.5694,0.0,0.108,0.0,0.287,0.0,1.6024,7,0.3225,0.5491,0.375,0.4692,0.16,0.1859,0.5991,0.0,0.0,26.0
1211,2,8,352.28,30,44.035,4.948,0.3077,0.0558,0.0105,0.5354,0.0,0.0,0.0649,0.0,2.3804,20,0.3983,0.4413,0.2333,0.3458,0.2468,0.3928,0.4848,0.0,0.5723,23.1667
1212,1,12,386.71,45,32.2258,9.2477,0.2513,0.1916,0.1947,0.3221,0.0,0.0403,0.0,0.0,2.9847,27,0.2513,0.384,0.1556,0.2791,0.1588,0.7191,0.6835,0.0,0.4762,30.9583
1213,89,1,80.1,7,80.1,3.0808,0.0,0.1074,0.1361,0.7566,0.0,0.0,0.0,0.0,1.7649,7,0.0,0.633,0.4286,0.5391,0.3858,0.5156,0.5257,0.0,0.0,26.0
1214,89,1,148.8,5,148.8,5.3143,0.0,0.4147,0.0,0.3952,0.0,0.0,0.0,0.0,1.4445,5,0.0,0.4483,0.4,0.4261,0.3952,0.3239,0.52,0.0,0.0,26.0
1215,49,8,967.32,56,120.915,13.518,0.2071,0.0679,0.0439,0.0885,0.0133,0.0,0.348,0.0,2.7626,27,0.5828,0.1027,0.0714,0.0883,0.3086,0.4643,0.5928,0.0,22.1676,6.5714
1216,57,5,344.21,28,68.842,17.1813,0.0739,0.2957,0.0889,0.0508,0.0,0.0,0.0,0.0,2.5139,22,0.0942,0.4808,0.2143,0.3585,0.0811,0.8349,0.8627,0.0,5.9167,12.0
1217,89,1,29.6,3,29.6,9.8667,0.0,0.3649,0.0,0.0,0.6351,0.0,0.0,0.0,1.0737,3,0.0,1.0,1.0,1.0,0.402,0.3649,0.5678,0.0,0.0,26.0
1218,89,1,7.63,2,7.63,6.5214,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458,2,1.0,0.0,0.0,0.0,0.0,0.3473,0.5577,0.0,0.0,26.0
1219,89,1,83.9,3,83.9,23.1002,0.2968,0.0,0.0,0.7032,0.0,0.0,0.0,0.0,0.7536,3,0.2968,0.7032,0.3333,0.5334,0.0,0.7604,0.8266,0.0,0.0,26.0
1220,89,1,84.5,5,84.5,3.0179,0.0,0.0,0.0935,0.8592,0.0,0.0473,0.0,0.0,0.9142,4,0.0,0.8249,0.4,0.6298,0.7775,0.129,0.246,0.0,0.0,26.0
1221,76,2,28.5,9,14.25,7.0807,0.5123,0.0,0.4877,0.0,0.0,0.0,0.0,0.0,1.2066,4,0.5123,0.4877,0.1111,0.3149,0.0649,0.0888,0.5393,0.0,5.8462,13.0
1222,89,1,17.4,3,17.4,5.8,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.7621,3,0.0,0.6264,0.3333,0.4919,0.0287,0.6264,0.7234,0.0,0.0,26.0
1223,8,2,36.98,10,18.49,4.3971,0.2239,0.0,0.5084,0.0,0.2677,0.0,0.0,0.0,1.8277,7,0.2239,0.2677,0.1,0.1907,0.4451,0.0,0.3635,0.0,0.0988,81.0
1224,60,2,41.1,5,20.55,9.4374,0.0448,0.0,0.0,0.1474,0.545,0.0,0.0,0.0,1.4809,5,0.0448,0.545,0.4,0.4785,0.1474,0.0,0.4267,0.0,0.0,26.0
1225,88,1,24.14,5,24.14,6.8038,0.4242,0.5758,0.0,0.0,0.0,0.0,0.0,0.0,1.2737,5,0.4242,0.0,0.0,0.0,0.0414,0.7523,0.7002,0.0,0.0,26.0
1226,1,10,368.22,27,36.822,13.2315,0.6062,0.2325,0.0,0.1209,0.0405,0.0,0.0,0.0,1.9509,14,0.6062,0.1456,0.1481,0.1468,0.0668,0.425,0.5891,0.0,0.9793,26.125
1227,33,2,240.08,12,120.04,24.7021,0.0334,0.064,0.1745,0.0983,0.0,0.0,0.0,0.0,1.592,11,0.0884,0.2091,0.1667,0.1896,0.0215,0.7694,0.8802,0.0769,0.0,26.0
1228,7,7,261.83,21,37.4043,14.3918,0.1491,0.1291,0.0745,0.0764,0.5538,0.0,0.0,0.0,2.5267,18,0.1491,0.0,0.0,0.0,0.1165,0.6258,0.6505,0.0,1.9259,9.0
1229,88,1,99.0,2,99.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6134,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0
1230,18,8,478.39,41,59.7988,13.5391,0.1028,0.1375,0.357,0.246,0.0288,0.0,0.0071,0.0042,2.6768,31,0.1453,0.1424,0.122,0.133,0.0658,0.7556,0.7994,0.0,7.3343,16.8
1231,73,2,116.62,10,58.31,3.628,0.078,0.2881,0.0,0.5042,0.0,0.0,0.0,0.0,1.4395,8,0.2077,0.7923,0.3,0.5663,0.7619,0.2108,0.3114,0.0,4.8667,15.0
1232,18,2,225.69,21,112.845,10.5075,0.5416,0.0385,0.0736,0.1646,0.0,0.0,0.0,0.0,2.511,16,0.5416,0.0266,0.0476,0.0363,0.4432,0.3739,0.4999,0.0,0.0,26.0
1233,13,4,528.76,30,132.19,10.4552,0.0823,0.0534,0.1006,0.1568,0.0282,0.5787,0.0,0.0,1.7506,21,0.0823,0.2218,0.5,0.3495,0.1174,0.2193,0.5098,0.0625,35.5867,38.0
1234,51,3,79.24,10,26.4133,13.6433,0.258,0.0,0.0,0.0,0.742,0.0,0.0,0.0,1.5239,9,0.258,0.0,0.0,0.0,0.1064,0.8373,0.709,0.0,1.6452,31.0
1235,12,7,350.02,31,50.0029,11.2445,0.1571,0.2094,0.108,0.2392,0.2863,0.0,0.0,0.0,2.8292,23,0.1571,0.4771,0.3871,0.4358,0.0641,0.5019,0.6905,0.0,0.8287,34.8333
1236,88,1,47.95,5,47.95,11.9397,0.0,0.415,0.0,0.1589,0.2482,0.0,0.0,0.0736,1.4309,5,0.0736,0.2482,0.2,0.2261,0.2482,0.7518,0.7925,0.0,0.0,26.0
1237,88,1,212.98,17,212.98,10.7468,0.0275,0.1223,0.0,0.0,0.6949,0.0817,0.0736,0.0,2.336,14,0.1011,0.0089,0.0588,0.0318,0.1716,0.6413,0.6372,0.0,0.0,26.0
1238,88,1,68.72,8,68.72,9.8157,0.0,0.6214,0.0,0.1164,0.0,0.2619,0.0,0.0003,1.8506,8,0.0,0.1164,0.125,0.1204,0.0,0.6609,0.7957,0.0,0.0,26.0
1239,16,5,170.96,21,34.192,4.1613,0.1208,0.1661,0.3141,0.3609,0.0,0.0263,0.0,0.0117,2.1593,16,0.1325,0.1193,0.0952,0.1083,0.3193,0.3215,0.4325,0.0455,1.8347,35.0
1240,46,7,355.14,50,50.7343,8.6099,0.1994,0.227,0.1408,0.1006,0.2515,0.0,0.046,0.0347,3.0437,27,0.2454,0.1843,0.12,0.1548,0.3223,0.5257,0.5655,0.0,7.2136,15.5238
1241,88,1,80.7,5,80.7,18.2249,0.0463,0.0,0.5428,0.0,0.0,0.0,0.2498,0.0,1.3708,5,0.2962,0.0,0.0,0.0,0.4912,0.5088,0.565,0.0,0.0,26.0
1242,88,1,33.61,2,33.61,6.585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931,2,1.0,0.0,0.0,0.0,0.0,0.0,0.4691,0.0,0.0,26.0
1243,7,8,343.3,26,42.9125,11.3334,0.0038,0.0941,0.023,0.0117,0.2648,0.0801,0.0,0.0,2.3811,25,0.0038,0.0976,0.1538,0.1234,0.1573,0.5808,0.7181,0.0,6.8571,7.0
1244,25,4,193.8,23,48.45,8.4261,0.0,0.3044,0.1342,0.0,0.501,0.0,0.0,0.0,2.7523,19,0.0,0.0996,0.1304,0.1137,0.1589,0.4231,0.6296,0.0,1.4385,21.75
1245,88,1,141.8,2,141.8,10.9077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6602,2,0.0,0.0,0.0,0.0,0.0,0.6276,0.7587,0.0,0.0,26.0
1246,3,8,499.58,55,62.4475,10.165,0.3983,0.2209,0.0232,0.146,0.0376,0.0,0.1413,0.0,3.0822,36,0.5578,0.1337,0.1636,0.1475,0.1287,0.6085,0.7299,0.0,12.4793,17.7593
1247,22,4,223.48,24,55.87,9.9812,0.1423,0.1542,0.0,0.0796,0.5432,0.0268,0.0,0.0,2.4977,16,0.1423,0.1939,0.25,0.2196,0.2151,0.2215,0.4956,0.0,3.5854,24.6667
1248,88,1,12.16,3,12.16,7.4419,0.0,0.6711,0.0,0.0,0.0,0.3289,0.0,0.0,1.0922,3,0.0,0.0,0.0,0.0,0.0,0.6711,0.7232,0.0,0.0,26.0
1249,62,3,141.7,14,47.2333,11.0842,0.0201,0.4898,0.0134,0.2248,0.0,0.0,0.0,0.0,1.8748,9,0.0201,0.585,0.5714,0.5788,0.1711,0.0875,0.476,0.0,5.6364,11.0
1250,88,1,23.19,1,23.19,11.9783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,26.0
1251,88,1,33.9,1,33.9,2.1188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.0,26.0
1252,12,3,105.1,12,35.0333,3.8926,0.0,0.3359,0.0,0.3197,0.3064,0.0381,0.0,0.0,1.997,10,0.0,0.0,0.0,0.0,0.1199,0.666,0.6709,0.0,0.1579,76.0
1253,88,1,23.8,1,23.8,11.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.3235,0.0,0.0,26.0
1254,12,4,168.47,23,42.1175,8.3816,0.0236,0.2873,0.114,0.3539,0.1205,0.0445,0.0562,0.0,2.8549,22,0.0798,0.5318,0.4348,0.4873,0.1969,0.5777,0.6782,0.0,4.0,3.0
1255,87,1,302.4,7,302.4,5.8154,0.0,0.3634,0.0,0.5509,0.0,0.0,0.0,0.0,1.489,5,0.0,0.6366,0.5714,0.6067,0.3889,0.337,0.485,0.0,0.0,26.0
1256,4,3,789.67,54,263.2233,12.5748,0.2442,0.2404,0.0752,0.0505,0.0,0.289,0.0105,0.0903,2.9526,28,0.2546,0.0,0.0,0.0,0.0311,0.7218,0.8094,0.0,0.0,26.0
1257,87,1,72.63,6,72.63,10.2209,0.039,0.0,0.8247,0.0,0.1363,0.0,0.0,0.0,1.4459,6,0.039,0.6292,0.3333,0.4934,0.5938,0.1776,0.4804,0.0,0.0,26.0
1258,26,2,80.64,9,40.32,6.9667,0.1276,0.1079,0.1612,0.0,0.0,0.0,0.0,0.3181,1.6619,7,0.1276,0.0,0.0,0.0,0.4607,0.3614,0.5542,0.0,0.0,26.0
